irr-A9-10	10	1	1	0	(1,0,0,0,0,0,0,0,0)
irr-A9-45	45	8	2	3	(0,1,0,0,0,0,0,0,0)
irr-A9-55	55	12	18	3	(2,0,0,0,0,0,0,0,0)
irr-A9-99	99	20	20	6	(1,0,0,0,0,0,0,0,1)
irr-A9-120	120	28	-8	18	(0,0,1,0,0,0,0,0,0)
irr-A9-210	210	56	-34	45	(0,0,0,1,0,0,0,0,0)
irr-A9-220	220	78	162	42	(3,0,0,0,0,0,0,0,0)
irr-A9-252-q	252	70	-50	60	(0,0,0,0,1,0,0,0,0)
irr-A9-330	330	97	73	60	(1,1,0,0,0,0,0,0,0)
irr-A9-440	440	124	64	78	(1,0,0,0,0,0,0,1,0)
irr-A9-540	540	174	234	102	(2,0,0,0,0,0,0,0,1)
irr-A9-715	715	364	994	315	(4,0,0,0,0,0,0,0,0)
irr-A9-825	825	320	140	306	(0,2,0,0,0,0,0,0,0)
irr-A9-990	990	344	74	303	(1,0,1,0,0,0,0,0,0)
