irr-A11-12	12	1	1	0	(1,0,0,0,0,0,0,0,0,0,0)
irr-A11-66	66	10	4	3	(0,1,0,0,0,0,0,0,0,0,0)
irr-A11-78	78	14	20	3	(2,0,0,0,0,0,0,0,0,0,0)
irr-A11-143	143	24	24	6	(1,0,0,0,0,0,0,0,0,0,1)
irr-A11-220	220	45	-3	24	(0,0,1,0,0,0,0,0,0,0,0)
irr-A11-364	364	105	201	48	(3,0,0,0,0,0,0,0,0,0,0)
irr-A11-495	495	120	-48	84	(0,0,0,1,0,0,0,0,0,0,0)
irr-A11-572	572	141	117	72	(1,1,0,0,0,0,0,0,0,0,0)
irr-A11-780	780	185	113	96	(1,0,0,0,0,0,0,0,0,1,0)
irr-A11-792	792	210	-126	168	(0,0,0,0,1,0,0,0,0,0,0)
irr-A11-924a	924	245	317	120	(2,0,0,0,0,0,0,0,0,0,1)
irr-A11-924b	924	252	-168	210	(0,0,0,0,0,1,0,0,0,0,0)
