irr-A12-13	13	1	1	0	(1,0,0,0,0,0,0,0,0,0,0,0)
irr-A12-78	78	11	5	3	(0,1,0,0,0,0,0,0,0,0,0,0)
irr-A12-91	91	15	21	3	(2,0,0,0,0,0,0,0,0,0,0,0)
irr-A12-168	168	26	26	6	(1,0,0,0,0,0,0,0,0,0,0,1)
irr-A12-286	286	55	1	27	(0,0,1,0,0,0,0,0,0,0,0,0)
irr-A12-455	455	120	222	51	(3,0,0,0,0,0,0,0,0,0,0,0)
irr-A12-715	715	165	-51	108	(0,0,0,1,0,0,0,0,0,0,0,0)
irr-A12-728	728	166	142	78	(1,1,0,0,0,0,0,0,0,0,0,0)
irr-A12-1001	1001	220	142	105	(1,0,0,0,0,0,0,0,0,0,1,0)
irr-A12-1170	1170	285	363	129	(2,0,0,0,0,0,0,0,0,0,0,1)
irr-A12-1287	1287	330	-174	252	(0,0,0,0,1,0,0,0,0,0,0,0)
