irr-A13-1	1 x (irr-A2-1,irr-A10-1)
irr-A13-14	1 x (irr-A2-3,irr-A10-1) + 1 x (irr-A2-1,irr-A10-11)
irr-A13-91	1 x (irr-A2-3,irr-A10-1) + 1 x (irr-A2-3,irr-A10-11) + 1 x (irr-A2-1,irr-A10-55)
irr-A13-105	1 x (irr-A2-6,irr-A10-1) + 1 x (irr-A2-3,irr-A10-11) + 1 x (irr-A2-1,irr-A10-66)
irr-A13-195	1 x (irr-A2-1,irr-A10-1) + 2 x (irr-A2-3,irr-A10-11) + 1 x (irr-A2-8,irr-A10-1) + 1 x (irr-A2-1,irr-A10-120)
