irr-A13-1	1 x (irr-A5-1,irr-A7-1)
irr-A13-14	1 x (irr-A5-6,irr-A7-1) + 1 x (irr-A5-1,irr-A7-8)
irr-A13-91	1 x (irr-A5-15,irr-A7-1) + 1 x (irr-A5-6,irr-A7-8) + 1 x (irr-A5-1,irr-A7-28)
irr-A13-105	1 x (irr-A5-21,irr-A7-1) + 1 x (irr-A5-6,irr-A7-8) + 1 x (irr-A5-1,irr-A7-36)
irr-A13-195	1 x (irr-A5-1,irr-A7-1) + 1 x (irr-A5-35,irr-A7-1) + 2 x (irr-A5-6,irr-A7-8) + 1 x (irr-A5-1,irr-A7-63)
