irr-C21-1	1 x (irr-C2-1,irr-C19-1)
irr-C21-42-q	1 x (irr-C2-4-q,irr-C19-1) + 1 x (irr-C2-1,irr-C19-38-q)
irr-C21-860	1 x (irr-C2-1,irr-C19-1) + 1 x (irr-C2-5,irr-C19-1) + 1 x (irr-C2-4-q,irr-C19-38-q) + 1 x (irr-C2-1,irr-C19-702)
irr-C21-903	1 x (irr-C2-10,irr-C19-1) + 1 x (irr-C2-4-q,irr-C19-38-q) + 1 x (irr-C2-1,irr-C19-741)
