irr-C21-1	1 x (irr-C9-1,irr-C12-1)
irr-C21-42-q	1 x (irr-C9-18-q,irr-C12-1) + 1 x (irr-C9-1,irr-C12-24-q)
irr-C21-860	1 x (irr-C9-1,irr-C12-1) + 1 x (irr-C9-152,irr-C12-1) + 1 x (irr-C9-18-q,irr-C12-24-q) + 1 x (irr-C9-1,irr-C12-275)
irr-C21-903	1 x (irr-C9-171,irr-C12-1) + 1 x (irr-C9-18-q,irr-C12-24-q) + 1 x (irr-C9-1,irr-C12-300)
