irr-C21-1	1 x (irr-C7-1,irr-C14-1)
irr-C21-42-q	1 x (irr-C7-14-q,irr-C14-1) + 1 x (irr-C7-1,irr-C14-28-q)
irr-C21-860	1 x (irr-C7-1,irr-C14-1) + 1 x (irr-C7-90,irr-C14-1) + 1 x (irr-C7-14-q,irr-C14-28-q) + 1 x (irr-C7-1,irr-C14-377)
irr-C21-903	1 x (irr-C7-105,irr-C14-1) + 1 x (irr-C7-14-q,irr-C14-28-q) + 1 x (irr-C7-1,irr-C14-406)
