irr-C21-1	1 x (irr-C8-1,irr-C13-1)
irr-C21-42-q	1 x (irr-C8-16-q,irr-C13-1) + 1 x (irr-C8-1,irr-C13-26-q)
irr-C21-860	1 x (irr-C8-1,irr-C13-1) + 1 x (irr-C8-119,irr-C13-1) + 1 x (irr-C8-16-q,irr-C13-26-q) + 1 x (irr-C8-1,irr-C13-324)
irr-C21-903	1 x (irr-C8-136,irr-C13-1) + 1 x (irr-C8-16-q,irr-C13-26-q) + 1 x (irr-C8-1,irr-C13-351)
