irr-C21-1	1 x (irr-C6-1,irr-C15-1)
irr-C21-42-q	1 x (irr-C6-12-q,irr-C15-1) + 1 x (irr-C6-1,irr-C15-30-q)
irr-C21-860	1 x (irr-C6-1,irr-C15-1) + 1 x (irr-C6-65,irr-C15-1) + 1 x (irr-C6-12-q,irr-C15-30-q) + 1 x (irr-C6-1,irr-C15-434)
irr-C21-903	1 x (irr-C6-78,irr-C15-1) + 1 x (irr-C6-12-q,irr-C15-30-q) + 1 x (irr-C6-1,irr-C15-465)
