irr-C21-1	1 x (irr-C10-1,irr-C11-1)
irr-C21-42-q	1 x (irr-C10-20-q,irr-C11-1) + 1 x (irr-C10-1,irr-C11-22-q)
irr-C21-860	1 x (irr-C10-1,irr-C11-1) + 1 x (irr-C10-189,irr-C11-1) + 1 x (irr-C10-20-q,irr-C11-22-q) + 1 x (irr-C10-1,irr-C11-230)
irr-C21-903	1 x (irr-C10-210,irr-C11-1) + 1 x (irr-C10-20-q,irr-C11-22-q) + 1 x (irr-C10-1,irr-C11-253)
