irr-C21-1	1 x (irr-C4-1,irr-C17-1)
irr-C21-42-q	1 x (irr-C4-8-q,irr-C17-1) + 1 x (irr-C4-1,irr-C17-34-q)
irr-C21-860	1 x (irr-C4-1,irr-C17-1) + 1 x (irr-C4-27,irr-C17-1) + 1 x (irr-C4-8-q,irr-C17-34-q) + 1 x (irr-C4-1,irr-C17-560)
irr-C21-903	1 x (irr-C4-36,irr-C17-1) + 1 x (irr-C4-8-q,irr-C17-34-q) + 1 x (irr-C4-1,irr-C17-595)
