irr-A26-1	1 x (irr-A11-1,irr-A14-1)
irr-A26-27	1 x (irr-A11-12,irr-A14-1) + 1 x (irr-A11-1,irr-A14-15)
irr-A26-351	1 x (irr-A11-66,irr-A14-1) + 1 x (irr-A11-12,irr-A14-15) + 1 x (irr-A11-1,irr-A14-105)
irr-A26-378	1 x (irr-A11-78,irr-A14-1) + 1 x (irr-A11-12,irr-A14-15) + 1 x (irr-A11-1,irr-A14-120)
irr-A26-728	1 x (irr-A11-1,irr-A14-1) + 1 x (irr-A11-143,irr-A14-1) + 2 x (irr-A11-12,irr-A14-15) + 1 x (irr-A11-1,irr-A14-224)
