irr-A26-1	1 x (irr-A2-1,irr-A23-1)
irr-A26-27	1 x (irr-A2-3,irr-A23-1) + 1 x (irr-A2-1,irr-A23-24)
irr-A26-351	1 x (irr-A2-3,irr-A23-1) + 1 x (irr-A2-3,irr-A23-24) + 1 x (irr-A2-1,irr-A23-276)
irr-A26-378	1 x (irr-A2-6,irr-A23-1) + 1 x (irr-A2-3,irr-A23-24) + 1 x (irr-A2-1,irr-A23-300)
irr-A26-728	1 x (irr-A2-1,irr-A23-1) + 2 x (irr-A2-3,irr-A23-24) + 1 x (irr-A2-8,irr-A23-1) + 1 x (irr-A2-1,irr-A23-575)
