irr-A26-1	1 x (irr-A4-1,irr-A21-1)
irr-A26-27	1 x (irr-A4-5,irr-A21-1) + 1 x (irr-A4-1,irr-A21-22)
irr-A26-351	1 x (irr-A4-10,irr-A21-1) + 1 x (irr-A4-5,irr-A21-22) + 1 x (irr-A4-1,irr-A21-231)
irr-A26-378	1 x (irr-A4-15,irr-A21-1) + 1 x (irr-A4-5,irr-A21-22) + 1 x (irr-A4-1,irr-A21-253)
irr-A26-728	1 x (irr-A4-1,irr-A21-1) + 1 x (irr-A4-24,irr-A21-1) + 2 x (irr-A4-5,irr-A21-22) + 1 x (irr-A4-1,irr-A21-483)
