irr-A26-1	1 x (irr-A2-1,irr-A8-1)
irr-A26-27	1 x (irr-A2-3,irr-A8-9)
irr-A26-351	1 x (irr-A2-6,irr-A8-36) + 1 x (irr-A2-3,irr-A8-45)
irr-A26-378	1 x (irr-A2-3,irr-A8-36) + 1 x (irr-A2-6,irr-A8-45)
irr-A26-728	1 x (irr-A2-8,irr-A8-1) + 1 x (irr-A2-1,irr-A8-80) + 1 x (irr-A2-8,irr-A8-80)
