irr-A26-1	1 x (irr-A7-1,irr-A18-1)
irr-A26-27	1 x (irr-A7-8,irr-A18-1) + 1 x (irr-A7-1,irr-A18-19)
irr-A26-351	1 x (irr-A7-28,irr-A18-1) + 1 x (irr-A7-8,irr-A18-19) + 1 x (irr-A7-1,irr-A18-171)
irr-A26-378	1 x (irr-A7-36,irr-A18-1) + 1 x (irr-A7-8,irr-A18-19) + 1 x (irr-A7-1,irr-A18-190)
irr-A26-728	1 x (irr-A7-1,irr-A18-1) + 1 x (irr-A7-63,irr-A18-1) + 2 x (irr-A7-8,irr-A18-19) + 1 x (irr-A7-1,irr-A18-360)
