irr-A26-1	1 x (irr-A6-1,irr-A19-1)
irr-A26-27	1 x (irr-A6-7,irr-A19-1) + 1 x (irr-A6-1,irr-A19-20)
irr-A26-351	1 x (irr-A6-21,irr-A19-1) + 1 x (irr-A6-7,irr-A19-20) + 1 x (irr-A6-1,irr-A19-190)
irr-A26-378	1 x (irr-A6-28,irr-A19-1) + 1 x (irr-A6-7,irr-A19-20) + 1 x (irr-A6-1,irr-A19-210)
irr-A26-728	1 x (irr-A6-1,irr-A19-1) + 1 x (irr-A6-48,irr-A19-1) + 2 x (irr-A6-7,irr-A19-20) + 1 x (irr-A6-1,irr-A19-399)
