irr-C18-1	1 x (irr-C5-1,irr-C13-1)
irr-C18-36-q	1 x (irr-C5-10-q,irr-C13-1) + 1 x (irr-C5-1,irr-C13-26-q)
irr-C18-629	1 x (irr-C5-1,irr-C13-1) + 1 x (irr-C5-44,irr-C13-1) + 1 x (irr-C5-10-q,irr-C13-26-q) + 1 x (irr-C5-1,irr-C13-324)
irr-C18-666	1 x (irr-C5-55,irr-C13-1) + 1 x (irr-C5-10-q,irr-C13-26-q) + 1 x (irr-C5-1,irr-C13-351)
