irr-C18-1	1 x (irr-C6-1,irr-C12-1)
irr-C18-36-q	1 x (irr-C6-12-q,irr-C12-1) + 1 x (irr-C6-1,irr-C12-24-q)
irr-C18-629	1 x (irr-C6-1,irr-C12-1) + 1 x (irr-C6-65,irr-C12-1) + 1 x (irr-C6-12-q,irr-C12-24-q) + 1 x (irr-C6-1,irr-C12-275)
irr-C18-666	1 x (irr-C6-78,irr-C12-1) + 1 x (irr-C6-12-q,irr-C12-24-q) + 1 x (irr-C6-1,irr-C12-300)
