irr-C18-1	1 x (irr-C3-1,irr-C15-1)
irr-C18-36-q	1 x (irr-C3-6-q,irr-C15-1) + 1 x (irr-C3-1,irr-C15-30-q)
irr-C18-629	1 x (irr-C3-1,irr-C15-1) + 1 x (irr-C3-14a,irr-C15-1) + 1 x (irr-C3-6-q,irr-C15-30-q) + 1 x (irr-C3-1,irr-C15-434)
irr-C18-666	1 x (irr-C3-21,irr-C15-1) + 1 x (irr-C3-6-q,irr-C15-30-q) + 1 x (irr-C3-1,irr-C15-465)
