irr-C18-1	1 x (irr-C4-1,irr-C14-1)
irr-C18-36-q	1 x (irr-C4-8-q,irr-C14-1) + 1 x (irr-C4-1,irr-C14-28-q)
irr-C18-629	1 x (irr-C4-1,irr-C14-1) + 1 x (irr-C4-27,irr-C14-1) + 1 x (irr-C4-8-q,irr-C14-28-q) + 1 x (irr-C4-1,irr-C14-377)
irr-C18-666	1 x (irr-C4-36,irr-C14-1) + 1 x (irr-C4-8-q,irr-C14-28-q) + 1 x (irr-C4-1,irr-C14-406)
