irr-A20-1	1 x (irr-A2-1,irr-A17-1)
irr-A20-21	1 x (irr-A2-3,irr-A17-1) + 1 x (irr-A2-1,irr-A17-18)
irr-A20-210	1 x (irr-A2-3,irr-A17-1) + 1 x (irr-A2-3,irr-A17-18) + 1 x (irr-A2-1,irr-A17-153)
irr-A20-231	1 x (irr-A2-6,irr-A17-1) + 1 x (irr-A2-3,irr-A17-18) + 1 x (irr-A2-1,irr-A17-171)
irr-A20-440	1 x (irr-A2-1,irr-A17-1) + 2 x (irr-A2-3,irr-A17-18) + 1 x (irr-A2-8,irr-A17-1) + 1 x (irr-A2-1,irr-A17-323)
