irr-A20-1	1 x (irr-A1-1,irr-A18-1)
irr-A20-21	1 x (irr-A1-2-q,irr-A18-1) + 1 x (irr-A1-1,irr-A18-19)
irr-A20-210	1 x (irr-A1-1,irr-A18-1) + 1 x (irr-A1-2-q,irr-A18-19) + 1 x (irr-A1-1,irr-A18-171)
irr-A20-231	1 x (irr-A1-3,irr-A18-1) + 1 x (irr-A1-2-q,irr-A18-19) + 1 x (irr-A1-1,irr-A18-190)
irr-A20-440	1 x (irr-A1-1,irr-A18-1) + 1 x (irr-A1-3,irr-A18-1) + 2 x (irr-A1-2-q,irr-A18-19) + 1 x (irr-A1-1,irr-A18-360)
