irr-A20-1	1 x (irr-A3-1,irr-A16-1)
irr-A20-21	1 x (irr-A3-4,irr-A16-1) + 1 x (irr-A3-1,irr-A16-17)
irr-A20-210	1 x (irr-A3-6,irr-A16-1) + 1 x (irr-A3-4,irr-A16-17) + 1 x (irr-A3-1,irr-A16-136)
irr-A20-231	1 x (irr-A3-10,irr-A16-1) + 1 x (irr-A3-4,irr-A16-17) + 1 x (irr-A3-1,irr-A16-153)
irr-A20-440	1 x (irr-A3-1,irr-A16-1) + 1 x (irr-A3-15,irr-A16-1) + 2 x (irr-A3-4,irr-A16-17) + 1 x (irr-A3-1,irr-A16-288)
