irr-A23-1	1 x (irr-A9-1,irr-A13-1)
irr-A23-24	1 x (irr-A9-10,irr-A13-1) + 1 x (irr-A9-1,irr-A13-14)
irr-A23-276	1 x (irr-A9-45,irr-A13-1) + 1 x (irr-A9-10,irr-A13-14) + 1 x (irr-A9-1,irr-A13-91)
irr-A23-300	1 x (irr-A9-55,irr-A13-1) + 1 x (irr-A9-10,irr-A13-14) + 1 x (irr-A9-1,irr-A13-105)
irr-A23-575	1 x (irr-A9-1,irr-A13-1) + 1 x (irr-A9-99,irr-A13-1) + 2 x (irr-A9-10,irr-A13-14) + 1 x (irr-A9-1,irr-A13-195)
