irr-A23-1	1 x (irr-A2-1,irr-A7-1)
irr-A23-24	1 x (irr-A2-3,irr-A7-8)
irr-A23-276	1 x (irr-A2-6,irr-A7-28) + 1 x (irr-A2-3,irr-A7-36)
irr-A23-300	1 x (irr-A2-3,irr-A7-28) + 1 x (irr-A2-6,irr-A7-36)
irr-A23-575	1 x (irr-A2-8,irr-A7-1) + 1 x (irr-A2-1,irr-A7-63) + 1 x (irr-A2-8,irr-A7-63)
