vtx-A03-17-n2-0	Δ = 17	bi.bi = -2	b0.bi = 0	hypers = 8 x (irr-A3-4)
vtx-A03-230-60-22-a	Δ = 230	bi.bi = 60	b0.bi = 22	hypers = 5 x (irr-A3-6) + 7 x (irr-A3-10) + 7 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-230-60-22-b	Δ = 230	bi.bi = 60	b0.bi = 22	hypers = 1 x (irr-A3-4) + 6 x (irr-A3-6) + 8 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-230-65-23	Δ = 230	bi.bi = 65	b0.bi = 23	hypers = 5 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-231-16-12	Δ = 231	bi.bi = 16	b0.bi = 12	hypers = 32 x (irr-A3-4) + 13 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-15)
vtx-A03-231-21-13	Δ = 231	bi.bi = 21	b0.bi = 13	hypers = 31 x (irr-A3-4) + 12 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-20a)
vtx-A03-231-27-15	Δ = 231	bi.bi = 27	b0.bi = 15	hypers = 12 x (irr-A3-4) + 18 x (irr-A3-6) + 3 x (irr-A3-10) + 4 x (irr-A3-15)
vtx-A03-231-32-16	Δ = 231	bi.bi = 32	b0.bi = 16	hypers = 11 x (irr-A3-4) + 17 x (irr-A3-6) + 5 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-231-35-17	Δ = 231	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 13 x (irr-A3-6) + 8 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-231-40-18	Δ = 231	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-A3-4) + 12 x (irr-A3-6) + 2 x (irr-A3-10) + 6 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-231-45-19-a	Δ = 231	bi.bi = 45	b0.bi = 19	hypers = 5 x (irr-A3-4) + 11 x (irr-A3-6) + 4 x (irr-A3-10) + 4 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-231-45-19-b	Δ = 231	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 10 x (irr-A3-6) + 3 x (irr-A3-10) + 8 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-231-50-20-a	Δ = 231	bi.bi = 50	b0.bi = 20	hypers = 3 x (irr-A3-4) + 9 x (irr-A3-6) + 5 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-231-50-20-b	Δ = 231	bi.bi = 50	b0.bi = 20	hypers = 4 x (irr-A3-4) + 10 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-231-55-21-a	Δ = 231	bi.bi = 55	b0.bi = 21	hypers = 3 x (irr-A3-4) + 9 x (irr-A3-6) + 8 x (irr-A3-10) + 5 x (irr-A3-20a)
vtx-A03-231-55-21-b	Δ = 231	bi.bi = 55	b0.bi = 21	hypers = 2 x (irr-A3-4) + 8 x (irr-A3-6) + 7 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-231-60-22-a	Δ = 231	bi.bi = 60	b0.bi = 22	hypers = 6 x (irr-A3-6) + 8 x (irr-A3-10) + 6 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-231-60-22-b	Δ = 231	bi.bi = 60	b0.bi = 22	hypers = 1 x (irr-A3-4) + 7 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-231-65-23	Δ = 231	bi.bi = 65	b0.bi = 23	hypers = 6 x (irr-A3-6) + 11 x (irr-A3-10) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-232-16-12	Δ = 232	bi.bi = 16	b0.bi = 12	hypers = 32 x (irr-A3-4) + 14 x (irr-A3-6) + 2 x (irr-A3-10) + 1 x (irr-A3-15)
vtx-A03-232-27-15	Δ = 232	bi.bi = 27	b0.bi = 15	hypers = 12 x (irr-A3-4) + 19 x (irr-A3-6) + 4 x (irr-A3-10) + 3 x (irr-A3-15)
vtx-A03-232-32-16	Δ = 232	bi.bi = 32	b0.bi = 16	hypers = 11 x (irr-A3-4) + 18 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-232-35-17	Δ = 232	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 14 x (irr-A3-6) + 1 x (irr-A3-10) + 7 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-232-40-18	Δ = 232	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-A3-4) + 13 x (irr-A3-6) + 3 x (irr-A3-10) + 5 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-232-45-19-a	Δ = 232	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 11 x (irr-A3-6) + 4 x (irr-A3-10) + 7 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-232-45-19-b	Δ = 232	bi.bi = 45	b0.bi = 19	hypers = 5 x (irr-A3-4) + 12 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-232-48-20	Δ = 232	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A3-4) + 8 x (irr-A3-6) + 9 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-232-50-20-a	Δ = 232	bi.bi = 50	b0.bi = 20	hypers = 4 x (irr-A3-4) + 11 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-232-50-20-b	Δ = 232	bi.bi = 50	b0.bi = 20	hypers = 3 x (irr-A3-4) + 10 x (irr-A3-6) + 6 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-232-55-21	Δ = 232	bi.bi = 55	b0.bi = 21	hypers = 2 x (irr-A3-4) + 9 x (irr-A3-6) + 8 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-232-60-22-a	Δ = 232	bi.bi = 60	b0.bi = 22	hypers = 1 x (irr-A3-4) + 8 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-232-60-22-b	Δ = 232	bi.bi = 60	b0.bi = 22	hypers = 7 x (irr-A3-6) + 9 x (irr-A3-10) + 5 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-233-16-12	Δ = 233	bi.bi = 16	b0.bi = 12	hypers = 32 x (irr-A3-4) + 15 x (irr-A3-6) + 3 x (irr-A3-10)
vtx-A03-233-18-12	Δ = 233	bi.bi = 18	b0.bi = 12	hypers = 46 x (irr-A3-4) + 4 x (irr-A3-6) + 2 x (irr-A3-20a)
vtx-A03-233-24-14	Δ = 233	bi.bi = 24	b0.bi = 14	hypers = 27 x (irr-A3-4) + 10 x (irr-A3-6) + 4 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-233-27-15	Δ = 233	bi.bi = 27	b0.bi = 15	hypers = 12 x (irr-A3-4) + 20 x (irr-A3-6) + 5 x (irr-A3-10) + 2 x (irr-A3-15)
vtx-A03-233-30-16	Δ = 233	bi.bi = 30	b0.bi = 16	hypers = 8 x (irr-A3-4) + 16 x (irr-A3-6) + 8 x (irr-A3-15)
vtx-A03-233-32-16	Δ = 233	bi.bi = 32	b0.bi = 16	hypers = 11 x (irr-A3-4) + 19 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-20a)
vtx-A03-233-35-17	Δ = 233	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 15 x (irr-A3-6) + 2 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-233-40-18	Δ = 233	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-A3-4) + 14 x (irr-A3-6) + 4 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-233-45-19-a	Δ = 233	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 12 x (irr-A3-6) + 5 x (irr-A3-10) + 6 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-233-45-19-b	Δ = 233	bi.bi = 45	b0.bi = 19	hypers = 5 x (irr-A3-4) + 13 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-233-48-20-a	Δ = 233	bi.bi = 48	b0.bi = 20	hypers = 8 x (irr-A3-6) + 12 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-233-48-20-b	Δ = 233	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A3-4) + 9 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-233-50-20-a	Δ = 233	bi.bi = 50	b0.bi = 20	hypers = 3 x (irr-A3-4) + 11 x (irr-A3-6) + 7 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-233-50-20-b	Δ = 233	bi.bi = 50	b0.bi = 20	hypers = 4 x (irr-A3-4) + 12 x (irr-A3-6) + 8 x (irr-A3-10) + 4 x (irr-A3-20a)
vtx-A03-233-55-21	Δ = 233	bi.bi = 55	b0.bi = 21	hypers = 2 x (irr-A3-4) + 10 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-233-60-22-a	Δ = 233	bi.bi = 60	b0.bi = 22	hypers = 8 x (irr-A3-6) + 10 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-233-60-22-b	Δ = 233	bi.bi = 60	b0.bi = 22	hypers = 1 x (irr-A3-4) + 9 x (irr-A3-6) + 11 x (irr-A3-10) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-234-24-14	Δ = 234	bi.bi = 24	b0.bi = 14	hypers = 27 x (irr-A3-4) + 11 x (irr-A3-6) + 1 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-234-27-15	Δ = 234	bi.bi = 27	b0.bi = 15	hypers = 12 x (irr-A3-4) + 21 x (irr-A3-6) + 6 x (irr-A3-10) + 1 x (irr-A3-15)
vtx-A03-234-30-16	Δ = 234	bi.bi = 30	b0.bi = 16	hypers = 8 x (irr-A3-4) + 17 x (irr-A3-6) + 1 x (irr-A3-10) + 7 x (irr-A3-15)
vtx-A03-234-35-17	Δ = 234	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 16 x (irr-A3-6) + 3 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-234-40-18	Δ = 234	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-A3-4) + 15 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-234-45-19-a	Δ = 234	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 13 x (irr-A3-6) + 6 x (irr-A3-10) + 5 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-234-45-19-b	Δ = 234	bi.bi = 45	b0.bi = 19	hypers = 5 x (irr-A3-4) + 14 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-234-48-20-a	Δ = 234	bi.bi = 48	b0.bi = 20	hypers = 9 x (irr-A3-6) + 1 x (irr-A3-10) + 11 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-234-48-20-b	Δ = 234	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A3-4) + 10 x (irr-A3-6) + 2 x (irr-A3-10) + 7 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-234-50-20	Δ = 234	bi.bi = 50	b0.bi = 20	hypers = 3 x (irr-A3-4) + 12 x (irr-A3-6) + 8 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-234-55-21	Δ = 234	bi.bi = 55	b0.bi = 21	hypers = 2 x (irr-A3-4) + 11 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-234-60-22	Δ = 234	bi.bi = 60	b0.bi = 22	hypers = 9 x (irr-A3-6) + 11 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-235-24-14	Δ = 235	bi.bi = 24	b0.bi = 14	hypers = 27 x (irr-A3-4) + 12 x (irr-A3-6) + 2 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-235-27-15	Δ = 235	bi.bi = 27	b0.bi = 15	hypers = 12 x (irr-A3-4) + 22 x (irr-A3-6) + 7 x (irr-A3-10)
vtx-A03-235-30-16	Δ = 235	bi.bi = 30	b0.bi = 16	hypers = 8 x (irr-A3-4) + 18 x (irr-A3-6) + 2 x (irr-A3-10) + 6 x (irr-A3-15)
vtx-A03-235-35-17	Δ = 235	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 17 x (irr-A3-6) + 4 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-235-40-18	Δ = 235	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-A3-4) + 16 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-235-45-19-a	Δ = 235	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 14 x (irr-A3-6) + 7 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-235-45-19-b	Δ = 235	bi.bi = 45	b0.bi = 19	hypers = 5 x (irr-A3-4) + 15 x (irr-A3-6) + 8 x (irr-A3-10) + 3 x (irr-A3-20a)
vtx-A03-235-48-20-a	Δ = 235	bi.bi = 48	b0.bi = 20	hypers = 10 x (irr-A3-6) + 2 x (irr-A3-10) + 10 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-235-48-20-b	Δ = 235	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A3-4) + 11 x (irr-A3-6) + 3 x (irr-A3-10) + 6 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-235-50-20-a	Δ = 235	bi.bi = 50	b0.bi = 20	hypers = 15 x (irr-A3-4) + 6 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-235-50-20-b	Δ = 235	bi.bi = 50	b0.bi = 20	hypers = 3 x (irr-A3-4) + 13 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-235-55-21	Δ = 235	bi.bi = 55	b0.bi = 21	hypers = 2 x (irr-A3-4) + 12 x (irr-A3-6) + 11 x (irr-A3-10) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-235-60-22	Δ = 235	bi.bi = 60	b0.bi = 22	hypers = 10 x (irr-A3-6) + 12 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-236-24-14	Δ = 236	bi.bi = 24	b0.bi = 14	hypers = 27 x (irr-A3-4) + 13 x (irr-A3-6) + 3 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-236-30-16	Δ = 236	bi.bi = 30	b0.bi = 16	hypers = 8 x (irr-A3-4) + 19 x (irr-A3-6) + 3 x (irr-A3-10) + 5 x (irr-A3-15)
vtx-A03-236-32-16	Δ = 236	bi.bi = 32	b0.bi = 16	hypers = 22 x (irr-A3-4) + 8 x (irr-A3-6) + 5 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-236-35-17	Δ = 236	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 18 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-236-40-18	Δ = 236	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-A3-4) + 17 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-236-45-19	Δ = 236	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 15 x (irr-A3-6) + 8 x (irr-A3-10) + 3 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-236-48-20-a	Δ = 236	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A3-4) + 12 x (irr-A3-6) + 4 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-236-48-20-b	Δ = 236	bi.bi = 48	b0.bi = 20	hypers = 11 x (irr-A3-6) + 3 x (irr-A3-10) + 9 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-236-50-20-a	Δ = 236	bi.bi = 50	b0.bi = 20	hypers = 15 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-236-50-20-b	Δ = 236	bi.bi = 50	b0.bi = 20	hypers = 3 x (irr-A3-4) + 14 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-236-50-20-c	Δ = 236	bi.bi = 50	b0.bi = 20	hypers = 14 x (irr-A3-4) + 9 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-236-55-21	Δ = 236	bi.bi = 55	b0.bi = 21	hypers = 14 x (irr-A3-4) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-236-60-22	Δ = 236	bi.bi = 60	b0.bi = 22	hypers = 11 x (irr-A3-6) + 13 x (irr-A3-10) + 1 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-237-8-10	Δ = 237	bi.bi = 8	b0.bi = 10	hypers = 48 x (irr-A3-4) + 10 x (irr-A3-6)
vtx-A03-237-24-14	Δ = 237	bi.bi = 24	b0.bi = 14	hypers = 27 x (irr-A3-4) + 14 x (irr-A3-6) + 4 x (irr-A3-10) + 1 x (irr-A3-20a)
vtx-A03-237-30-16	Δ = 237	bi.bi = 30	b0.bi = 16	hypers = 8 x (irr-A3-4) + 20 x (irr-A3-6) + 4 x (irr-A3-10) + 4 x (irr-A3-15)
vtx-A03-237-32-16	Δ = 237	bi.bi = 32	b0.bi = 16	hypers = 22 x (irr-A3-4) + 9 x (irr-A3-6) + 1 x (irr-A3-10) + 4 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-237-35-17	Δ = 237	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 19 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-237-40-18	Δ = 237	bi.bi = 40	b0.bi = 18	hypers = 6 x (irr-A3-4) + 18 x (irr-A3-6) + 8 x (irr-A3-10) + 2 x (irr-A3-20a)
vtx-A03-237-45-19-a	Δ = 237	bi.bi = 45	b0.bi = 19	hypers = 16 x (irr-A3-4) + 3 x (irr-A3-6) + 6 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-237-45-19-b	Δ = 237	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 16 x (irr-A3-6) + 9 x (irr-A3-10) + 2 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-237-48-20-a	Δ = 237	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A3-4) + 13 x (irr-A3-6) + 5 x (irr-A3-10) + 4 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-237-48-20-b	Δ = 237	bi.bi = 48	b0.bi = 20	hypers = 12 x (irr-A3-6) + 4 x (irr-A3-10) + 8 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-237-50-20-a	Δ = 237	bi.bi = 50	b0.bi = 20	hypers = 15 x (irr-A3-4) + 2 x (irr-A3-6) + 2 x (irr-A3-10) + 4 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-237-50-20-b	Δ = 237	bi.bi = 50	b0.bi = 20	hypers = 14 x (irr-A3-4) + 1 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-237-50-20-c	Δ = 237	bi.bi = 50	b0.bi = 20	hypers = 3 x (irr-A3-4) + 15 x (irr-A3-6) + 11 x (irr-A3-10) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-237-55-21-a	Δ = 237	bi.bi = 55	b0.bi = 21	hypers = 14 x (irr-A3-4) + 1 x (irr-A3-6) + 4 x (irr-A3-10) + 2 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-237-55-21-b	Δ = 237	bi.bi = 55	b0.bi = 21	hypers = 13 x (irr-A3-4) + 3 x (irr-A3-10) + 6 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-237-60-22-a	Δ = 237	bi.bi = 60	b0.bi = 22	hypers = 12 x (irr-A3-6) + 14 x (irr-A3-10) + 2 x (irr-A3-20b)
vtx-A03-237-60-22-b	Δ = 237	bi.bi = 60	b0.bi = 22	hypers = 13 x (irr-A3-4) + 6 x (irr-A3-10) + 7 x (irr-A3-20a)
vtx-A03-238-21-13	Δ = 238	bi.bi = 21	b0.bi = 13	hypers = 42 x (irr-A3-4) + 5 x (irr-A3-6) + 1 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-238-27-15	Δ = 238	bi.bi = 27	b0.bi = 15	hypers = 23 x (irr-A3-4) + 11 x (irr-A3-6) + 5 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-238-30-16	Δ = 238	bi.bi = 30	b0.bi = 16	hypers = 8 x (irr-A3-4) + 21 x (irr-A3-6) + 5 x (irr-A3-10) + 3 x (irr-A3-15)
vtx-A03-238-32-16	Δ = 238	bi.bi = 32	b0.bi = 16	hypers = 22 x (irr-A3-4) + 10 x (irr-A3-6) + 2 x (irr-A3-10) + 3 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-238-33-17	Δ = 238	bi.bi = 33	b0.bi = 17	hypers = 4 x (irr-A3-4) + 17 x (irr-A3-6) + 9 x (irr-A3-15)
vtx-A03-238-35-17	Δ = 238	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 20 x (irr-A3-6) + 7 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-238-45-19-a	Δ = 238	bi.bi = 45	b0.bi = 19	hypers = 15 x (irr-A3-4) + 3 x (irr-A3-6) + 9 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-238-45-19-b	Δ = 238	bi.bi = 45	b0.bi = 19	hypers = 16 x (irr-A3-4) + 4 x (irr-A3-6) + 1 x (irr-A3-10) + 5 x (irr-A3-15) + 4 x (irr-A3-20a)
vtx-A03-238-45-19-c	Δ = 238	bi.bi = 45	b0.bi = 19	hypers = 4 x (irr-A3-4) + 17 x (irr-A3-6) + 10 x (irr-A3-10) + 1 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-238-48-20-a	Δ = 238	bi.bi = 48	b0.bi = 20	hypers = 13 x (irr-A3-6) + 5 x (irr-A3-10) + 7 x (irr-A3-15) + 1 x (irr-A3-20b)
vtx-A03-238-48-20-b	Δ = 238	bi.bi = 48	b0.bi = 20	hypers = 1 x (irr-A3-4) + 14 x (irr-A3-6) + 6 x (irr-A3-10) + 3 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-238-50-20-a	Δ = 238	bi.bi = 50	b0.bi = 20	hypers = 14 x (irr-A3-4) + 2 x (irr-A3-6) + 2 x (irr-A3-10) + 7 x (irr-A3-15) + 2 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-238-50-20-b	Δ = 238	bi.bi = 50	b0.bi = 20	hypers = 15 x (irr-A3-4) + 3 x (irr-A3-6) + 3 x (irr-A3-10) + 3 x (irr-A3-15) + 5 x (irr-A3-20a)
vtx-A03-238-55-21-a	Δ = 238	bi.bi = 55	b0.bi = 21	hypers = 13 x (irr-A3-4) + 1 x (irr-A3-6) + 4 x (irr-A3-10) + 5 x (irr-A3-15) + 3 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-238-55-21-b	Δ = 238	bi.bi = 55	b0.bi = 21	hypers = 14 x (irr-A3-4) + 2 x (irr-A3-6) + 5 x (irr-A3-10) + 1 x (irr-A3-15) + 6 x (irr-A3-20a)
vtx-A03-238-55-21-c	Δ = 238	bi.bi = 55	b0.bi = 21	hypers = 12 x (irr-A3-4) + 3 x (irr-A3-10) + 9 x (irr-A3-15) + 2 x (irr-A3-20b)
vtx-A03-238-60-22	Δ = 238	bi.bi = 60	b0.bi = 22	hypers = 12 x (irr-A3-4) + 6 x (irr-A3-10) + 3 x (irr-A3-15) + 4 x (irr-A3-20a) + 1 x (irr-A3-20b)
vtx-A03-239-21-13	Δ = 239	bi.bi = 21	b0.bi = 13	hypers = 42 x (irr-A3-4) + 6 x (irr-A3-6) + 1 x (irr-A3-10) + 2 x (irr-A3-20a)
vtx-A03-239-27-15	Δ = 239	bi.bi = 27	b0.bi = 15	hypers = 23 x (irr-A3-4) + 12 x (irr-A3-6) + 1 x (irr-A3-10) + 4 x (irr-A3-15) + 1 x (irr-A3-20a)
vtx-A03-239-30-16	Δ = 239	bi.bi = 30	b0.bi = 16	hypers = 8 x (irr-A3-4) + 22 x (irr-A3-6) + 6 x (irr-A3-10) + 2 x (irr-A3-15)
vtx-A03-239-32-16	Δ = 239	bi.bi = 32	b0.bi = 16	hypers = 22 x (irr-A3-4) + 11 x (irr-A3-6) + 3 x (irr-A3-10) + 2 x (irr-A3-15) + 2 x (irr-A3-20a)
vtx-A03-239-33-17	Δ = 239	bi.bi = 33	b0.bi = 17	hypers = 4 x (irr-A3-4) + 18 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15)
vtx-A03-239-35-17	Δ = 239	bi.bi = 35	b0.bi = 17	hypers = 7 x (irr-A3-4) + 21 x (irr-A3-6) + 8 x (irr-A3-10) + 1 x (irr-A3-20a)
vtx-A03-239-40-18	Δ = 239	bi.bi = 40	b0.bi = 18	hypers = 17 x (irr-A3-4) + 6 x (irr-A3-6) + 6 x (irr-A3-15) + 3 x (irr-A3-20a)
vtx-A03-239-45-19-a	Δ = 239	bi.bi = 45	b0.bi = 19	hypers = 15 x (irr-A3-4) + 4 x (irr-A3-6) + 1 x (irr-A3-10) + 8 x (irr-A3-15) + 1 x (irr-A3-20a) + 1 x (irr-A3-20b)
