vtx-C03-63-n1-1	Δ = 63	bi.bi = -1	b0.bi = 1	hypers = 14 x (irr-C3-6-q)
vtx-C03-333-40-18-a	Δ = 333	bi.bi = 40	b0.bi = 18	hypers = 31 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-333-40-18-b	Δ = 333	bi.bi = 40	b0.bi = 18	hypers = 33.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-333-42-20	Δ = 333	bi.bi = 42	b0.bi = 20	hypers = 17.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-333-48-20-a	Δ = 333	bi.bi = 48	b0.bi = 20	hypers = 26.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-333-48-20-b	Δ = 333	bi.bi = 48	b0.bi = 20	hypers = 24 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-333-56-22	Δ = 333	bi.bi = 56	b0.bi = 22	hypers = 17 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-333-77-25	Δ = 333	bi.bi = 77	b0.bi = 25	hypers = 17 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-334-24-16	Δ = 334	bi.bi = 24	b0.bi = 16	hypers = 20.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-334-35-19	Δ = 334	bi.bi = 35	b0.bi = 19	hypers = 18 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 2 x (irr-C3-64-q)
vtx-C03-334-45-21	Δ = 334	bi.bi = 45	b0.bi = 21	hypers = 16.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-334-64-24-a	Δ = 334	bi.bi = 64	b0.bi = 24	hypers = 19.5 x (irr-C3-6-q) + 1 x (irr-C3-14a) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q) + 1 x (irr-C3-70)
vtx-C03-334-80-26	Δ = 334	bi.bi = 80	b0.bi = 26	hypers = 16 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-335-9-11	Δ = 335	bi.bi = 9	b0.bi = 11	hypers = 43 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 4 x (irr-C3-14a)
vtx-C03-335-15-13	Δ = 335	bi.bi = 15	b0.bi = 13	hypers = 33 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-335-24-16	Δ = 335	bi.bi = 24	b0.bi = 16	hypers = 15 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 14 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-335-28-18	Δ = 335	bi.bi = 28	b0.bi = 18	hypers = 8.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-335-35-19-b	Δ = 335	bi.bi = 35	b0.bi = 19	hypers = 15 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21) + 1 x (irr-C3-70)
vtx-C03-335-36-18	Δ = 335	bi.bi = 36	b0.bi = 18	hypers = 29 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-335-40-18-a	Δ = 335	bi.bi = 40	b0.bi = 18	hypers = 32.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 4 x (irr-C3-21) + 0.5 x (irr-C3-126a-q)
vtx-C03-335-40-18-b	Δ = 335	bi.bi = 40	b0.bi = 18	hypers = 35 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 1 x (irr-C3-90)
vtx-C03-335-42-20	Δ = 335	bi.bi = 42	b0.bi = 20	hypers = 19 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-335-48-20-a	Δ = 335	bi.bi = 48	b0.bi = 20	hypers = 28 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-335-48-20-b	Δ = 335	bi.bi = 48	b0.bi = 20	hypers = 25.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-335-56-22	Δ = 335	bi.bi = 56	b0.bi = 22	hypers = 18.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-336-24-16	Δ = 336	bi.bi = 24	b0.bi = 16	hypers = 22 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-336-45-21	Δ = 336	bi.bi = 45	b0.bi = 21	hypers = 18 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-336-56-22	Δ = 336	bi.bi = 56	b0.bi = 22	hypers = 25.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-336-64-24-b	Δ = 336	bi.bi = 64	b0.bi = 24	hypers = 21 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 3 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q) + 1 x (irr-C3-70)
vtx-C03-336-80-26	Δ = 336	bi.bi = 80	b0.bi = 26	hypers = 17.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-64-q) + 0.5 x (irr-C3-216-q)
vtx-C03-337-9-11	Δ = 337	bi.bi = 9	b0.bi = 11	hypers = 44.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a)
vtx-C03-337-15-13	Δ = 337	bi.bi = 15	b0.bi = 13	hypers = 34.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-337-24-16	Δ = 337	bi.bi = 24	b0.bi = 16	hypers = 16.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 13 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-337-28-18	Δ = 337	bi.bi = 28	b0.bi = 18	hypers = 10 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-337-36-18	Δ = 337	bi.bi = 36	b0.bi = 18	hypers = 30.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-70)
vtx-C03-337-42-20	Δ = 337	bi.bi = 42	b0.bi = 20	hypers = 20.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-337-48-20-a	Δ = 337	bi.bi = 48	b0.bi = 20	hypers = 29.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-337-48-20-b	Δ = 337	bi.bi = 48	b0.bi = 20	hypers = 27 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-337-56-22	Δ = 337	bi.bi = 56	b0.bi = 22	hypers = 20 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-338-24-16	Δ = 338	bi.bi = 24	b0.bi = 16	hypers = 23.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-338-45-19	Δ = 338	bi.bi = 45	b0.bi = 19	hypers = 29.5 x (irr-C3-6-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-338-45-21	Δ = 338	bi.bi = 45	b0.bi = 21	hypers = 19.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-339-9-11	Δ = 339	bi.bi = 9	b0.bi = 11	hypers = 46 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 2 x (irr-C3-14a)
vtx-C03-339-15-13	Δ = 339	bi.bi = 15	b0.bi = 13	hypers = 36 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-339-24-16	Δ = 339	bi.bi = 24	b0.bi = 16	hypers = 18 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 12 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-339-28-18	Δ = 339	bi.bi = 28	b0.bi = 18	hypers = 11.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-339-39-19	Δ = 339	bi.bi = 39	b0.bi = 19	hypers = 30 x (irr-C3-6-q) + 1 x (irr-C3-14a) + 1.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-339-42-20	Δ = 339	bi.bi = 42	b0.bi = 20	hypers = 22 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-339-48-20-a	Δ = 339	bi.bi = 48	b0.bi = 20	hypers = 28.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-339-48-20-b	Δ = 339	bi.bi = 48	b0.bi = 20	hypers = 31 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-339-56-22	Δ = 339	bi.bi = 56	b0.bi = 22	hypers = 21.5 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-339-72-24	Δ = 339	bi.bi = 72	b0.bi = 24	hypers = 14 x (irr-C3-6-q) + 12 x (irr-C3-14a) + 0.5 x (irr-C3-216-q)
vtx-C03-340-24-16	Δ = 340	bi.bi = 24	b0.bi = 16	hypers = 25 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-340-45-19	Δ = 340	bi.bi = 45	b0.bi = 19	hypers = 31 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-340-75-25	Δ = 340	bi.bi = 75	b0.bi = 25	hypers = 13 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-216-q)
vtx-C03-341-9-11	Δ = 341	bi.bi = 9	b0.bi = 11	hypers = 47.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)
vtx-C03-341-15-13	Δ = 341	bi.bi = 15	b0.bi = 13	hypers = 37.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-341-24-16	Δ = 341	bi.bi = 24	b0.bi = 16	hypers = 19.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-341-28-18	Δ = 341	bi.bi = 28	b0.bi = 18	hypers = 13 x (irr-C3-6-q) + 7 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-341-39-19	Δ = 341	bi.bi = 39	b0.bi = 19	hypers = 31.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-341-42-20	Δ = 341	bi.bi = 42	b0.bi = 20	hypers = 23.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-341-48-20-a	Δ = 341	bi.bi = 48	b0.bi = 20	hypers = 32.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-90)
vtx-C03-341-48-20-b	Δ = 341	bi.bi = 48	b0.bi = 20	hypers = 30 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 2 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-341-56-22	Δ = 341	bi.bi = 56	b0.bi = 22	hypers = 23 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-341-72-24	Δ = 341	bi.bi = 72	b0.bi = 24	hypers = 15.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 11 x (irr-C3-14a) + 0.5 x (irr-C3-216-q)
vtx-C03-342-24-16	Δ = 342	bi.bi = 24	b0.bi = 16	hypers = 26.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-342-28-18	Δ = 342	bi.bi = 28	b0.bi = 18	hypers = 1 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 21 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-342-32-20	Δ = 342	bi.bi = 32	b0.bi = 20	hypers = 1 x (irr-C3-6-q) + 11 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 7 x (irr-C3-21)
vtx-C03-342-45-19	Δ = 342	bi.bi = 45	b0.bi = 19	hypers = 32.5 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-342-72-26	Δ = 342	bi.bi = 72	b0.bi = 26	hypers = 18.5 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q) + 1 x (irr-C3-70)
vtx-C03-342-75-25	Δ = 342	bi.bi = 75	b0.bi = 25	hypers = 14.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 7 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-216-q)
vtx-C03-343-9-11	Δ = 343	bi.bi = 9	b0.bi = 11	hypers = 49 x (irr-C3-6-q) + 5 x (irr-C3-14b-q)
vtx-C03-343-15-13	Δ = 343	bi.bi = 15	b0.bi = 13	hypers = 39 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-343-24-16	Δ = 343	bi.bi = 24	b0.bi = 16	hypers = 21 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-343-28-18-a	Δ = 343	bi.bi = 28	b0.bi = 18	hypers = 14.5 x (irr-C3-6-q) + 7.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-343-28-18-b	Δ = 343	bi.bi = 28	b0.bi = 18	hypers = 8 x (irr-C3-6-q) + 15 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-343-42-20	Δ = 343	bi.bi = 42	b0.bi = 20	hypers = 25 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-343-48-22-a	Δ = 343	bi.bi = 48	b0.bi = 22	hypers = 15 x (irr-C3-6-q) + 3 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-343-56-22	Δ = 343	bi.bi = 56	b0.bi = 22	hypers = 24.5 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-343-72-24	Δ = 343	bi.bi = 72	b0.bi = 24	hypers = 17 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 10 x (irr-C3-14a) + 0.5 x (irr-C3-216-q)
vtx-C03-344-24-16	Δ = 344	bi.bi = 24	b0.bi = 16	hypers = 28 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-344-28-18	Δ = 344	bi.bi = 28	b0.bi = 18	hypers = 2.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 20 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-344-32-20	Δ = 344	bi.bi = 32	b0.bi = 20	hypers = 2.5 x (irr-C3-6-q) + 11.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 7 x (irr-C3-21)
vtx-C03-344-45-19	Δ = 344	bi.bi = 45	b0.bi = 19	hypers = 34 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-344-75-25	Δ = 344	bi.bi = 75	b0.bi = 25	hypers = 16 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 6 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-216-q)
vtx-C03-345-15-13	Δ = 345	bi.bi = 15	b0.bi = 13	hypers = 40.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-345-24-16	Δ = 345	bi.bi = 24	b0.bi = 16	hypers = 22.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-345-28-18-a	Δ = 345	bi.bi = 28	b0.bi = 18	hypers = 16 x (irr-C3-6-q) + 8 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-345-28-18-b	Δ = 345	bi.bi = 28	b0.bi = 18	hypers = 9.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 14 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-345-42-20	Δ = 345	bi.bi = 42	b0.bi = 20	hypers = 26.5 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-345-48-22-b	Δ = 345	bi.bi = 48	b0.bi = 22	hypers = 16.5 x (irr-C3-6-q) + 3.5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-345-56-22	Δ = 345	bi.bi = 56	b0.bi = 22	hypers = 26 x (irr-C3-6-q) + 5.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-345-63-27	Δ = 345	bi.bi = 63	b0.bi = 27	hypers = 1 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 2 x (irr-C3-21) + 3 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-345-72-24	Δ = 345	bi.bi = 72	b0.bi = 24	hypers = 18.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 9 x (irr-C3-14a) + 0.5 x (irr-C3-216-q)
vtx-C03-346-24-16	Δ = 346	bi.bi = 24	b0.bi = 16	hypers = 29.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-346-28-18	Δ = 346	bi.bi = 28	b0.bi = 18	hypers = 4 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 19 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-346-32-20	Δ = 346	bi.bi = 32	b0.bi = 20	hypers = 4 x (irr-C3-6-q) + 12 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 7 x (irr-C3-21)
vtx-C03-346-45-19	Δ = 346	bi.bi = 45	b0.bi = 19	hypers = 35.5 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-346-51-23	Δ = 346	bi.bi = 51	b0.bi = 23	hypers = 15.5 x (irr-C3-6-q) + 6.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-346-75-25	Δ = 346	bi.bi = 75	b0.bi = 25	hypers = 17.5 x (irr-C3-6-q) + 4.5 x (irr-C3-14b-q) + 5 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-216-q)
vtx-C03-347-15-13	Δ = 347	bi.bi = 15	b0.bi = 13	hypers = 42 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 0.5 x (irr-C3-64-q)
vtx-C03-347-24-16	Δ = 347	bi.bi = 24	b0.bi = 16	hypers = 24 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-56-q)
vtx-C03-347-28-18-a	Δ = 347	bi.bi = 28	b0.bi = 18	hypers = 17.5 x (irr-C3-6-q) + 8.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 4 x (irr-C3-21) + 0.5 x (irr-C3-64-q)
vtx-C03-347-28-18-b	Δ = 347	bi.bi = 28	b0.bi = 18	hypers = 11 x (irr-C3-6-q) + 1 x (irr-C3-14b-q) + 13 x (irr-C3-14a) + 2 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-347-48-22-b	Δ = 347	bi.bi = 48	b0.bi = 22	hypers = 18 x (irr-C3-6-q) + 4 x (irr-C3-14b-q) + 3 x (irr-C3-14a) + 0.5 x (irr-C3-56-q) + 1 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-347-56-22	Δ = 347	bi.bi = 56	b0.bi = 22	hypers = 27.5 x (irr-C3-6-q) + 6 x (irr-C3-14b-q) + 1 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-347-63-27	Δ = 347	bi.bi = 63	b0.bi = 27	hypers = 2.5 x (irr-C3-6-q) + 1.5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 2 x (irr-C3-21) + 3 x (irr-C3-64-q) + 1 x (irr-C3-70)
vtx-C03-347-72-24	Δ = 347	bi.bi = 72	b0.bi = 24	hypers = 20 x (irr-C3-6-q) + 2 x (irr-C3-14b-q) + 8 x (irr-C3-14a) + 0.5 x (irr-C3-216-q)
vtx-C03-348-24-16	Δ = 348	bi.bi = 24	b0.bi = 16	hypers = 31 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 2 x (irr-C3-14a) + 1 x (irr-C3-21) + 1 x (irr-C3-64-q)
vtx-C03-348-28-18	Δ = 348	bi.bi = 28	b0.bi = 18	hypers = 5.5 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 18 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q)
vtx-C03-348-32-20	Δ = 348	bi.bi = 32	b0.bi = 20	hypers = 5.5 x (irr-C3-6-q) + 12.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a) + 7 x (irr-C3-21)
vtx-C03-348-45-19	Δ = 348	bi.bi = 45	b0.bi = 19	hypers = 37 x (irr-C3-6-q) + 2.5 x (irr-C3-14b-q) + 1 x (irr-C3-21) + 0.5 x (irr-C3-56-q) + 0.5 x (irr-C3-126a-q)
vtx-C03-348-75-25	Δ = 348	bi.bi = 75	b0.bi = 25	hypers = 19 x (irr-C3-6-q) + 5 x (irr-C3-14b-q) + 4 x (irr-C3-14a) + 1 x (irr-C3-21) + 0.5 x (irr-C3-216-q)
vtx-C03-349-10-12	Δ = 349	bi.bi = 10	b0.bi = 12	hypers = 36 x (irr-C3-6-q) + 11 x (irr-C3-14a)
