vtx-A05-37-n2-0	Δ = 37	bi.bi = -2	b0.bi = 0	hypers = 12 x (irr-A5-6)
vtx-A05-307-24-16-a	Δ = 307	bi.bi = 24	b0.bi = 16	hypers = 3 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 4 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-307-24-16-b	Δ = 307	bi.bi = 24	b0.bi = 16	hypers = 2 x (irr-A5-6) + 9 x (irr-A5-20-q) + 3 x (irr-A5-15) + 5 x (irr-A5-21)
vtx-A05-308-8-10	Δ = 308	bi.bi = 8	b0.bi = 10	hypers = 33 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 9 x (irr-A5-15)
vtx-A05-308-24-14	Δ = 308	bi.bi = 24	b0.bi = 14	hypers = 33 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-105a)
vtx-A05-308-24-16-a	Δ = 308	bi.bi = 24	b0.bi = 16	hypers = 3 x (irr-A5-6) + 9.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 5 x (irr-A5-21)
vtx-A05-308-24-16-b	Δ = 308	bi.bi = 24	b0.bi = 16	hypers = 4 x (irr-A5-6) + 10 x (irr-A5-20-q) + 4 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-309-8-10	Δ = 309	bi.bi = 8	b0.bi = 10	hypers = 34 x (irr-A5-6) + 1 x (irr-A5-20-q) + 8 x (irr-A5-15)
vtx-A05-309-24-14	Δ = 309	bi.bi = 24	b0.bi = 14	hypers = 34 x (irr-A5-6) + 1 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-105a)
vtx-A05-309-24-16	Δ = 309	bi.bi = 24	b0.bi = 16	hypers = 4 x (irr-A5-6) + 10 x (irr-A5-20-q) + 1 x (irr-A5-15) + 5 x (irr-A5-21)
vtx-A05-310-8-10	Δ = 310	bi.bi = 8	b0.bi = 10	hypers = 35 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 7 x (irr-A5-15)
vtx-A05-310-24-14	Δ = 310	bi.bi = 24	b0.bi = 14	hypers = 35 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 1 x (irr-A5-105a)
vtx-A05-310-24-16	Δ = 310	bi.bi = 24	b0.bi = 16	hypers = 5 x (irr-A5-6) + 10.5 x (irr-A5-20-q) + 5 x (irr-A5-21)
vtx-A05-311-8-10	Δ = 311	bi.bi = 8	b0.bi = 10	hypers = 36 x (irr-A5-6) + 2 x (irr-A5-20-q) + 6 x (irr-A5-15)
vtx-A05-312-8-10	Δ = 312	bi.bi = 8	b0.bi = 10	hypers = 37 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 5 x (irr-A5-15)
vtx-A05-313-8-10	Δ = 313	bi.bi = 8	b0.bi = 10	hypers = 38 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-15)
vtx-A05-314-8-10	Δ = 314	bi.bi = 8	b0.bi = 10	hypers = 39 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15)
vtx-A05-314-15-13	Δ = 314	bi.bi = 15	b0.bi = 13	hypers = 14 x (irr-A5-6) + 13 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-315-8-10	Δ = 315	bi.bi = 8	b0.bi = 10	hypers = 40 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-315-15-13-a	Δ = 315	bi.bi = 15	b0.bi = 13	hypers = 14 x (irr-A5-6) + 14 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-315-15-13-b	Δ = 315	bi.bi = 15	b0.bi = 13	hypers = 15 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-316-8-10	Δ = 316	bi.bi = 8	b0.bi = 10	hypers = 41 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-316-15-13-a	Δ = 316	bi.bi = 15	b0.bi = 13	hypers = 16 x (irr-A5-6) + 1 x (irr-A5-20-q) + 11 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-316-15-13-b	Δ = 316	bi.bi = 15	b0.bi = 13	hypers = 15 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 13 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-316-15-13-c	Δ = 316	bi.bi = 15	b0.bi = 13	hypers = 14 x (irr-A5-6) + 15 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-317-8-10	Δ = 317	bi.bi = 8	b0.bi = 10	hypers = 42 x (irr-A5-6) + 5 x (irr-A5-20-q)
vtx-A05-317-15-13-a	Δ = 317	bi.bi = 15	b0.bi = 13	hypers = 15 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 14 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-317-15-13-b	Δ = 317	bi.bi = 15	b0.bi = 13	hypers = 16 x (irr-A5-6) + 1 x (irr-A5-20-q) + 12 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-317-15-13-c	Δ = 317	bi.bi = 15	b0.bi = 13	hypers = 17 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-318-15-13-a	Δ = 318	bi.bi = 15	b0.bi = 13	hypers = 18 x (irr-A5-6) + 2 x (irr-A5-20-q) + 9 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-318-15-13-b	Δ = 318	bi.bi = 15	b0.bi = 13	hypers = 17 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 11 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-318-15-13-c	Δ = 318	bi.bi = 15	b0.bi = 13	hypers = 16 x (irr-A5-6) + 1 x (irr-A5-20-q) + 13 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-319-15-13-a	Δ = 319	bi.bi = 15	b0.bi = 13	hypers = 19 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-319-15-13-b	Δ = 319	bi.bi = 15	b0.bi = 13	hypers = 18 x (irr-A5-6) + 2 x (irr-A5-20-q) + 10 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-319-15-13-c	Δ = 319	bi.bi = 15	b0.bi = 13	hypers = 17 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-320-15-13-a	Δ = 320	bi.bi = 15	b0.bi = 13	hypers = 20 x (irr-A5-6) + 3 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-320-15-13-b	Δ = 320	bi.bi = 15	b0.bi = 13	hypers = 19 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-320-15-13-c	Δ = 320	bi.bi = 15	b0.bi = 13	hypers = 18 x (irr-A5-6) + 2 x (irr-A5-20-q) + 11 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-321-15-13-a	Δ = 321	bi.bi = 15	b0.bi = 13	hypers = 19 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-321-15-13-b	Δ = 321	bi.bi = 15	b0.bi = 13	hypers = 21 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-321-15-13-c	Δ = 321	bi.bi = 15	b0.bi = 13	hypers = 20 x (irr-A5-6) + 3 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-322-15-13-a	Δ = 322	bi.bi = 15	b0.bi = 13	hypers = 21 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-322-15-13-b	Δ = 322	bi.bi = 15	b0.bi = 13	hypers = 20 x (irr-A5-6) + 3 x (irr-A5-20-q) + 9 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-322-15-13-c	Δ = 322	bi.bi = 15	b0.bi = 13	hypers = 22 x (irr-A5-6) + 4 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-323-15-13-a	Δ = 323	bi.bi = 15	b0.bi = 13	hypers = 23 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-323-15-13-b	Δ = 323	bi.bi = 15	b0.bi = 13	hypers = 22 x (irr-A5-6) + 4 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-323-15-13-c	Δ = 323	bi.bi = 15	b0.bi = 13	hypers = 21 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-323-20-14	Δ = 323	bi.bi = 20	b0.bi = 14	hypers = 23 x (irr-A5-6) + 10 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-323-36-18	Δ = 323	bi.bi = 36	b0.bi = 18	hypers = 23 x (irr-A5-6) + 3 x (irr-A5-15) + 1 x (irr-A5-70) + 1 x (irr-A5-105a)
vtx-A05-324-15-13-a	Δ = 324	bi.bi = 15	b0.bi = 13	hypers = 24 x (irr-A5-6) + 5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-324-15-13-b	Δ = 324	bi.bi = 15	b0.bi = 13	hypers = 23 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-324-15-13-c	Δ = 324	bi.bi = 15	b0.bi = 13	hypers = 22 x (irr-A5-6) + 4 x (irr-A5-20-q) + 7 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-324-20-14	Δ = 324	bi.bi = 20	b0.bi = 14	hypers = 24 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-325-15-13-a	Δ = 325	bi.bi = 15	b0.bi = 13	hypers = 25 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-325-15-13-b	Δ = 325	bi.bi = 15	b0.bi = 13	hypers = 24 x (irr-A5-6) + 5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-325-15-13-c	Δ = 325	bi.bi = 15	b0.bi = 13	hypers = 23 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-325-20-14-a	Δ = 325	bi.bi = 20	b0.bi = 14	hypers = 25 x (irr-A5-6) + 1 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-325-20-14-b	Δ = 325	bi.bi = 20	b0.bi = 14	hypers = 26 x (irr-A5-6) + 8 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-326-15-13-a	Δ = 326	bi.bi = 15	b0.bi = 13	hypers = 25 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-326-15-13-b	Δ = 326	bi.bi = 15	b0.bi = 13	hypers = 24 x (irr-A5-6) + 5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-326-15-13-c	Δ = 326	bi.bi = 15	b0.bi = 13	hypers = 26 x (irr-A5-6) + 6 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-35)
vtx-A05-326-20-14-a	Δ = 326	bi.bi = 20	b0.bi = 14	hypers = 27 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-326-20-14-b	Δ = 326	bi.bi = 20	b0.bi = 14	hypers = 26 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-326-36-18-b	Δ = 326	bi.bi = 36	b0.bi = 18	hypers = 27 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-84) + 1 x (irr-A5-105a)
vtx-A05-327-15-13-a	Δ = 327	bi.bi = 15	b0.bi = 13	hypers = 27 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 2 x (irr-A5-35)
vtx-A05-327-15-13-b	Δ = 327	bi.bi = 15	b0.bi = 13	hypers = 26 x (irr-A5-6) + 6 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-327-15-13-c	Δ = 327	bi.bi = 15	b0.bi = 13	hypers = 25 x (irr-A5-6) + 5.5 x (irr-A5-20-q) + 4 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-327-20-14-a	Δ = 327	bi.bi = 20	b0.bi = 14	hypers = 28 x (irr-A5-6) + 1 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-327-20-14-b	Δ = 327	bi.bi = 20	b0.bi = 14	hypers = 27 x (irr-A5-6) + 2 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-328-15-13-a	Δ = 328	bi.bi = 15	b0.bi = 13	hypers = 27 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-328-15-13-b	Δ = 328	bi.bi = 15	b0.bi = 13	hypers = 26 x (irr-A5-6) + 6 x (irr-A5-20-q) + 3 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-328-20-14-a	Δ = 328	bi.bi = 20	b0.bi = 14	hypers = 28 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-328-20-14-b	Δ = 328	bi.bi = 20	b0.bi = 14	hypers = 29 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-329-15-13-a	Δ = 329	bi.bi = 15	b0.bi = 13	hypers = 28 x (irr-A5-6) + 7 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35)
vtx-A05-329-15-13-b	Δ = 329	bi.bi = 15	b0.bi = 13	hypers = 27 x (irr-A5-6) + 6.5 x (irr-A5-20-q) + 2 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-329-20-14-a	Δ = 329	bi.bi = 20	b0.bi = 14	hypers = 29 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-329-20-14-b	Δ = 329	bi.bi = 20	b0.bi = 14	hypers = 30 x (irr-A5-6) + 2 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-330-15-13	Δ = 330	bi.bi = 15	b0.bi = 13	hypers = 28 x (irr-A5-6) + 7 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21)
vtx-A05-330-20-14-a	Δ = 330	bi.bi = 20	b0.bi = 14	hypers = 31 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-330-20-14-b	Δ = 330	bi.bi = 20	b0.bi = 14	hypers = 30 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 3 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-331-15-13	Δ = 331	bi.bi = 15	b0.bi = 13	hypers = 29 x (irr-A5-6) + 7.5 x (irr-A5-20-q) + 2 x (irr-A5-21)
vtx-A05-331-20-14-a	Δ = 331	bi.bi = 20	b0.bi = 14	hypers = 31 x (irr-A5-6) + 4 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-331-20-14-b	Δ = 331	bi.bi = 20	b0.bi = 14	hypers = 32 x (irr-A5-6) + 3 x (irr-A5-20-q) + 2 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-331-28-18	Δ = 331	bi.bi = 28	b0.bi = 18	hypers = 12 x (irr-A5-20-q) + 6 x (irr-A5-21)
vtx-A05-332-20-14-a	Δ = 332	bi.bi = 20	b0.bi = 14	hypers = 33 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-84)
vtx-A05-332-20-14-b	Δ = 332	bi.bi = 20	b0.bi = 14	hypers = 32 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 1 x (irr-A5-70)
vtx-A05-332-40-18	Δ = 332	bi.bi = 40	b0.bi = 18	hypers = 32 x (irr-A5-6) + 2 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-333-20-14-a	Δ = 333	bi.bi = 20	b0.bi = 14	hypers = 34 x (irr-A5-6) + 4 x (irr-A5-20-q) + 1 x (irr-A5-84)
vtx-A05-333-20-14-b	Δ = 333	bi.bi = 20	b0.bi = 14	hypers = 33 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-70)
vtx-A05-333-40-18	Δ = 333	bi.bi = 40	b0.bi = 18	hypers = 32 x (irr-A5-6) + 1 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-334-9-11	Δ = 334	bi.bi = 9	b0.bi = 11	hypers = 34 x (irr-A5-6) + 11 x (irr-A5-15)
vtx-A05-334-40-18-a	Δ = 334	bi.bi = 40	b0.bi = 18	hypers = 32 x (irr-A5-6) + 2 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-334-40-18-b	Δ = 334	bi.bi = 40	b0.bi = 18	hypers = 33 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-21) + 1 x (irr-A5-35) + 1 x (irr-A5-105b)
vtx-A05-335-9-11	Δ = 335	bi.bi = 9	b0.bi = 11	hypers = 35 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 10 x (irr-A5-15)
vtx-A05-335-40-18	Δ = 335	bi.bi = 40	b0.bi = 18	hypers = 33 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 1 x (irr-A5-15) + 2 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-336-9-11	Δ = 336	bi.bi = 9	b0.bi = 11	hypers = 36 x (irr-A5-6) + 1 x (irr-A5-20-q) + 9 x (irr-A5-15)
vtx-A05-336-40-18	Δ = 336	bi.bi = 40	b0.bi = 18	hypers = 34 x (irr-A5-6) + 1 x (irr-A5-20-q) + 2 x (irr-A5-21) + 1 x (irr-A5-105b)
vtx-A05-337-9-11	Δ = 337	bi.bi = 9	b0.bi = 11	hypers = 37 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 8 x (irr-A5-15)
vtx-A05-338-9-11	Δ = 338	bi.bi = 9	b0.bi = 11	hypers = 38 x (irr-A5-6) + 2 x (irr-A5-20-q) + 7 x (irr-A5-15)
vtx-A05-339-9-11	Δ = 339	bi.bi = 9	b0.bi = 11	hypers = 39 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 6 x (irr-A5-15)
vtx-A05-340-9-11	Δ = 340	bi.bi = 9	b0.bi = 11	hypers = 40 x (irr-A5-6) + 3 x (irr-A5-20-q) + 5 x (irr-A5-15)
vtx-A05-340-24-16	Δ = 340	bi.bi = 24	b0.bi = 16	hypers = 15 x (irr-A5-6) + 12 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-341-9-11	Δ = 341	bi.bi = 9	b0.bi = 11	hypers = 41 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 4 x (irr-A5-15)
vtx-A05-341-24-16-a	Δ = 341	bi.bi = 24	b0.bi = 16	hypers = 16 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 11 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-341-24-16-b	Δ = 341	bi.bi = 24	b0.bi = 16	hypers = 15 x (irr-A5-6) + 13 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-342-9-11	Δ = 342	bi.bi = 9	b0.bi = 11	hypers = 42 x (irr-A5-6) + 4 x (irr-A5-20-q) + 3 x (irr-A5-15)
vtx-A05-342-24-16-a	Δ = 342	bi.bi = 24	b0.bi = 16	hypers = 18 x (irr-A5-6) + 10 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-342-24-16-b	Δ = 342	bi.bi = 24	b0.bi = 16	hypers = 17 x (irr-A5-6) + 1 x (irr-A5-20-q) + 10 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-342-24-16-c	Δ = 342	bi.bi = 24	b0.bi = 16	hypers = 16 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 12 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-343-9-11	Δ = 343	bi.bi = 9	b0.bi = 11	hypers = 43 x (irr-A5-6) + 4.5 x (irr-A5-20-q) + 2 x (irr-A5-15)
vtx-A05-343-24-16-a	Δ = 343	bi.bi = 24	b0.bi = 16	hypers = 19 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-343-24-16-b	Δ = 343	bi.bi = 24	b0.bi = 16	hypers = 18 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-343-24-16-c	Δ = 343	bi.bi = 24	b0.bi = 16	hypers = 18 x (irr-A5-6) + 11 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-343-24-16-d	Δ = 343	bi.bi = 24	b0.bi = 16	hypers = 17 x (irr-A5-6) + 1 x (irr-A5-20-q) + 11 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-344-9-11	Δ = 344	bi.bi = 9	b0.bi = 11	hypers = 44 x (irr-A5-6) + 5 x (irr-A5-20-q) + 1 x (irr-A5-15)
vtx-A05-344-24-16-a	Δ = 344	bi.bi = 24	b0.bi = 16	hypers = 18 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-344-24-16-b	Δ = 344	bi.bi = 24	b0.bi = 16	hypers = 20 x (irr-A5-6) + 1 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-344-24-16-c	Δ = 344	bi.bi = 24	b0.bi = 16	hypers = 19 x (irr-A5-6) + 2 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-344-24-16-d	Δ = 344	bi.bi = 24	b0.bi = 16	hypers = 19 x (irr-A5-6) + 0.5 x (irr-A5-20-q) + 10 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-345-9-11	Δ = 345	bi.bi = 9	b0.bi = 11	hypers = 45 x (irr-A5-6) + 5.5 x (irr-A5-20-q)
vtx-A05-345-24-16-a	Δ = 345	bi.bi = 24	b0.bi = 16	hypers = 21 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-345-24-16-b	Δ = 345	bi.bi = 24	b0.bi = 16	hypers = 20 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-345-24-16-c	Δ = 345	bi.bi = 24	b0.bi = 16	hypers = 19 x (irr-A5-6) + 2 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-345-24-16-d	Δ = 345	bi.bi = 24	b0.bi = 16	hypers = 20 x (irr-A5-6) + 1 x (irr-A5-20-q) + 9 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-346-24-16-a	Δ = 346	bi.bi = 24	b0.bi = 16	hypers = 22 x (irr-A5-6) + 2 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-346-24-16-b	Δ = 346	bi.bi = 24	b0.bi = 16	hypers = 21 x (irr-A5-6) + 1.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-346-24-16-c	Δ = 346	bi.bi = 24	b0.bi = 16	hypers = 20 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 8 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-346-24-16-d	Δ = 346	bi.bi = 24	b0.bi = 16	hypers = 21 x (irr-A5-6) + 3 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-347-24-16-a	Δ = 347	bi.bi = 24	b0.bi = 16	hypers = 23 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-347-24-16-b	Δ = 347	bi.bi = 24	b0.bi = 16	hypers = 22 x (irr-A5-6) + 2 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-347-24-16-c	Δ = 347	bi.bi = 24	b0.bi = 16	hypers = 21 x (irr-A5-6) + 3 x (irr-A5-20-q) + 7 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
vtx-A05-347-24-16-d	Δ = 347	bi.bi = 24	b0.bi = 16	hypers = 22 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 5 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-348-24-16-a	Δ = 348	bi.bi = 24	b0.bi = 16	hypers = 23 x (irr-A5-6) + 2.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-84)
vtx-A05-348-24-16-b	Δ = 348	bi.bi = 24	b0.bi = 16	hypers = 24 x (irr-A5-6) + 3 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-84)
vtx-A05-348-24-16-c	Δ = 348	bi.bi = 24	b0.bi = 16	hypers = 23 x (irr-A5-6) + 4 x (irr-A5-20-q) + 4 x (irr-A5-15) + 1 x (irr-A5-35) + 1 x (irr-A5-70)
vtx-A05-348-24-16-d	Δ = 348	bi.bi = 24	b0.bi = 16	hypers = 22 x (irr-A5-6) + 3.5 x (irr-A5-20-q) + 6 x (irr-A5-15) + 1 x (irr-A5-21) + 1 x (irr-A5-70)
