irr-C22-1	1 x (irr-C3-1,irr-C19-1)
irr-C22-44-q	1 x (irr-C3-6-q,irr-C19-1) + 1 x (irr-C3-1,irr-C19-38-q)
irr-C22-945	1 x (irr-C3-1,irr-C19-1) + 1 x (irr-C3-14a,irr-C19-1) + 1 x (irr-C3-6-q,irr-C19-38-q) + 1 x (irr-C3-1,irr-C19-702)
irr-C22-990	1 x (irr-C3-21,irr-C19-1) + 1 x (irr-C3-6-q,irr-C19-38-q) + 1 x (irr-C3-1,irr-C19-741)
