irr-C22-1	1 x (irr-C9-1,irr-C13-1)
irr-C22-44-q	1 x (irr-C9-18-q,irr-C13-1) + 1 x (irr-C9-1,irr-C13-26-q)
irr-C22-945	1 x (irr-C9-1,irr-C13-1) + 1 x (irr-C9-152,irr-C13-1) + 1 x (irr-C9-18-q,irr-C13-26-q) + 1 x (irr-C9-1,irr-C13-324)
irr-C22-990	1 x (irr-C9-171,irr-C13-1) + 1 x (irr-C9-18-q,irr-C13-26-q) + 1 x (irr-C9-1,irr-C13-351)
