irr-C22-1	1 x (irr-C6-1,irr-C16-1)
irr-C22-44-q	1 x (irr-C6-12-q,irr-C16-1) + 1 x (irr-C6-1,irr-C16-32-q)
irr-C22-945	1 x (irr-C6-1,irr-C16-1) + 1 x (irr-C6-65,irr-C16-1) + 1 x (irr-C6-12-q,irr-C16-32-q) + 1 x (irr-C6-1,irr-C16-495)
irr-C22-990	1 x (irr-C6-78,irr-C16-1) + 1 x (irr-C6-12-q,irr-C16-32-q) + 1 x (irr-C6-1,irr-C16-528)
