irr-C22-1	1 x (irr-C4-1,irr-C18-1)
irr-C22-44-q	1 x (irr-C4-8-q,irr-C18-1) + 1 x (irr-C4-1,irr-C18-36-q)
irr-C22-945	1 x (irr-C4-1,irr-C18-1) + 1 x (irr-C4-27,irr-C18-1) + 1 x (irr-C4-8-q,irr-C18-36-q) + 1 x (irr-C4-1,irr-C18-629)
irr-C22-990	1 x (irr-C4-36,irr-C18-1) + 1 x (irr-C4-8-q,irr-C18-36-q) + 1 x (irr-C4-1,irr-C18-666)
