irr-C22-1	1 x (irr-C7-1,irr-C15-1)
irr-C22-44-q	1 x (irr-C7-14-q,irr-C15-1) + 1 x (irr-C7-1,irr-C15-30-q)
irr-C22-945	1 x (irr-C7-1,irr-C15-1) + 1 x (irr-C7-90,irr-C15-1) + 1 x (irr-C7-14-q,irr-C15-30-q) + 1 x (irr-C7-1,irr-C15-434)
irr-C22-990	1 x (irr-C7-105,irr-C15-1) + 1 x (irr-C7-14-q,irr-C15-30-q) + 1 x (irr-C7-1,irr-C15-465)
