irr-C22-1	1 x (irr-C2-1,irr-C20-1)
irr-C22-44-q	1 x (irr-C2-4-q,irr-C20-1) + 1 x (irr-C2-1,irr-C20-40-q)
irr-C22-945	1 x (irr-C2-1,irr-C20-1) + 1 x (irr-C2-5,irr-C20-1) + 1 x (irr-C2-4-q,irr-C20-40-q) + 1 x (irr-C2-1,irr-C20-779)
irr-C22-990	1 x (irr-C2-10,irr-C20-1) + 1 x (irr-C2-4-q,irr-C20-40-q) + 1 x (irr-C2-1,irr-C20-820)
