irr-A10-1	1 x (irr-A2-1,irr-A7-1)
irr-A10-11	1 x (irr-A2-3,irr-A7-1) + 1 x (irr-A2-1,irr-A7-8)
irr-A10-55	1 x (irr-A2-3,irr-A7-1) + 1 x (irr-A2-3,irr-A7-8) + 1 x (irr-A2-1,irr-A7-28)
irr-A10-66	1 x (irr-A2-6,irr-A7-1) + 1 x (irr-A2-3,irr-A7-8) + 1 x (irr-A2-1,irr-A7-36)
irr-A10-120	1 x (irr-A2-1,irr-A7-1) + 2 x (irr-A2-3,irr-A7-8) + 1 x (irr-A2-8,irr-A7-1) + 1 x (irr-A2-1,irr-A7-63)
irr-A10-165	1 x (irr-A2-1,irr-A7-1) + 1 x (irr-A2-3,irr-A7-8) + 1 x (irr-A2-3,irr-A7-28) + 1 x (irr-A2-1,irr-A7-56)
