irr-A10-1	1 x (irr-A1-1,irr-A8-1)
irr-A10-11	1 x (irr-A1-2-q,irr-A8-1) + 1 x (irr-A1-1,irr-A8-9)
irr-A10-55	1 x (irr-A1-1,irr-A8-1) + 1 x (irr-A1-2-q,irr-A8-9) + 1 x (irr-A1-1,irr-A8-36)
irr-A10-66	1 x (irr-A1-3,irr-A8-1) + 1 x (irr-A1-2-q,irr-A8-9) + 1 x (irr-A1-1,irr-A8-45)
irr-A10-120	1 x (irr-A1-1,irr-A8-1) + 1 x (irr-A1-3,irr-A8-1) + 2 x (irr-A1-2-q,irr-A8-9) + 1 x (irr-A1-1,irr-A8-80)
irr-A10-165	1 x (irr-A1-1,irr-A8-9) + 1 x (irr-A1-2-q,irr-A8-36) + 1 x (irr-A1-1,irr-A8-84)
