irr-C15-1	1 x (irr-C7-1,irr-C8-1)
irr-C15-30-q	1 x (irr-C7-14-q,irr-C8-1) + 1 x (irr-C7-1,irr-C8-16-q)
irr-C15-434	1 x (irr-C7-1,irr-C8-1) + 1 x (irr-C7-90,irr-C8-1) + 1 x (irr-C7-14-q,irr-C8-16-q) + 1 x (irr-C7-1,irr-C8-119)
irr-C15-465	1 x (irr-C7-105,irr-C8-1) + 1 x (irr-C7-14-q,irr-C8-16-q) + 1 x (irr-C7-1,irr-C8-136)
