irr-C15-1	1 x (irr-C2-1,irr-C13-1)
irr-C15-30-q	1 x (irr-C2-4-q,irr-C13-1) + 1 x (irr-C2-1,irr-C13-26-q)
irr-C15-434	1 x (irr-C2-1,irr-C13-1) + 1 x (irr-C2-5,irr-C13-1) + 1 x (irr-C2-4-q,irr-C13-26-q) + 1 x (irr-C2-1,irr-C13-324)
irr-C15-465	1 x (irr-C2-10,irr-C13-1) + 1 x (irr-C2-4-q,irr-C13-26-q) + 1 x (irr-C2-1,irr-C13-351)
