irr-C15-1	1 x (irr-C6-1,irr-C9-1)
irr-C15-30-q	1 x (irr-C6-12-q,irr-C9-1) + 1 x (irr-C6-1,irr-C9-18-q)
irr-C15-434	1 x (irr-C6-1,irr-C9-1) + 1 x (irr-C6-65,irr-C9-1) + 1 x (irr-C6-12-q,irr-C9-18-q) + 1 x (irr-C6-1,irr-C9-152)
irr-C15-465	1 x (irr-C6-78,irr-C9-1) + 1 x (irr-C6-12-q,irr-C9-18-q) + 1 x (irr-C6-1,irr-C9-171)
