irr-C15-1	1 x (irr-C5-1,irr-C10-1)
irr-C15-30-q	1 x (irr-C5-10-q,irr-C10-1) + 1 x (irr-C5-1,irr-C10-20-q)
irr-C15-434	1 x (irr-C5-1,irr-C10-1) + 1 x (irr-C5-44,irr-C10-1) + 1 x (irr-C5-10-q,irr-C10-20-q) + 1 x (irr-C5-1,irr-C10-189)
irr-C15-465	1 x (irr-C5-55,irr-C10-1) + 1 x (irr-C5-10-q,irr-C10-20-q) + 1 x (irr-C5-1,irr-C10-210)
