irr-C15-1	1 x (irr-C3-1,irr-C12-1)
irr-C15-30-q	1 x (irr-C3-6-q,irr-C12-1) + 1 x (irr-C3-1,irr-C12-24-q)
irr-C15-434	1 x (irr-C3-1,irr-C12-1) + 1 x (irr-C3-14a,irr-C12-1) + 1 x (irr-C3-6-q,irr-C12-24-q) + 1 x (irr-C3-1,irr-C12-275)
irr-C15-465	1 x (irr-C3-21,irr-C12-1) + 1 x (irr-C3-6-q,irr-C12-24-q) + 1 x (irr-C3-1,irr-C12-300)
