irr-C15-1	1 x (irr-C4-1,irr-C11-1)
irr-C15-30-q	1 x (irr-C4-8-q,irr-C11-1) + 1 x (irr-C4-1,irr-C11-22-q)
irr-C15-434	1 x (irr-C4-1,irr-C11-1) + 1 x (irr-C4-27,irr-C11-1) + 1 x (irr-C4-8-q,irr-C11-22-q) + 1 x (irr-C4-1,irr-C11-230)
irr-C15-465	1 x (irr-C4-36,irr-C11-1) + 1 x (irr-C4-8-q,irr-C11-22-q) + 1 x (irr-C4-1,irr-C11-253)
