irr-C15-1	1 x (irr-C2-1,irr-C3-1)
irr-C15-30-q	1 x (irr-C2-5,irr-C3-6-q)
irr-C15-434	1 x (irr-C2-1,irr-C3-14a) + 1 x (irr-C2-14,irr-C3-1) + 1 x (irr-C2-14,irr-C3-14a) + 1 x (irr-C2-10,irr-C3-21)
irr-C15-465	1 x (irr-C2-1,irr-C3-21) + 1 x (irr-C2-10,irr-C3-1) + 1 x (irr-C2-10,irr-C3-14a) + 1 x (irr-C2-14,irr-C3-21)
