irr-C7-1	1 x (irr-C3-1,irr-C4-1)
irr-C7-14-q	1 x (irr-C3-6-q,irr-C4-1) + 1 x (irr-C3-1,irr-C4-8-q)
irr-C7-90	1 x (irr-C3-1,irr-C4-1) + 1 x (irr-C3-14a,irr-C4-1) + 1 x (irr-C3-6-q,irr-C4-8-q) + 1 x (irr-C3-1,irr-C4-27)
irr-C7-105	1 x (irr-C3-21,irr-C4-1) + 1 x (irr-C3-6-q,irr-C4-8-q) + 1 x (irr-C3-1,irr-C4-36)
