irr-C7-1	1 x (irr-A1-1)
irr-C7-14-q	1 x (irr-A1-14-q)
irr-C7-90	1 x (irr-A1-5) + 1 x (irr-A1-9) + 1 x (irr-A1-13) + 1 x (irr-A1-17) + 1 x (irr-A1-21) + 1 x (irr-A1-25)
irr-C7-105	1 x (irr-A1-3) + 1 x (irr-A1-7) + 1 x (irr-A1-11) + 1 x (irr-A1-15) + 1 x (irr-A1-19) + 1 x (irr-A1-23) + 1 x (irr-A1-27)
