irr-A14-1	1 x (irr-A2-1,irr-A4-1)
irr-A14-15	1 x (irr-A2-3,irr-A4-5)
irr-A14-105	1 x (irr-A2-6,irr-A4-10) + 1 x (irr-A2-3,irr-A4-15)
irr-A14-120	1 x (irr-A2-3,irr-A4-10) + 1 x (irr-A2-6,irr-A4-15)
irr-A14-224	1 x (irr-A2-8,irr-A4-1) + 1 x (irr-A2-1,irr-A4-24) + 1 x (irr-A2-8,irr-A4-24)
