irr-A14-1	1 x (irr-A6-1,irr-A7-1)
irr-A14-15	1 x (irr-A6-7,irr-A7-1) + 1 x (irr-A6-1,irr-A7-8)
irr-A14-105	1 x (irr-A6-21,irr-A7-1) + 1 x (irr-A6-7,irr-A7-8) + 1 x (irr-A6-1,irr-A7-28)
irr-A14-120	1 x (irr-A6-28,irr-A7-1) + 1 x (irr-A6-7,irr-A7-8) + 1 x (irr-A6-1,irr-A7-36)
irr-A14-224	1 x (irr-A6-1,irr-A7-1) + 1 x (irr-A6-48,irr-A7-1) + 2 x (irr-A6-7,irr-A7-8) + 1 x (irr-A6-1,irr-A7-63)
