irr-A14-1	1 x (irr-A3-1,irr-A10-1)
irr-A14-15	1 x (irr-A3-4,irr-A10-1) + 1 x (irr-A3-1,irr-A10-11)
irr-A14-105	1 x (irr-A3-6,irr-A10-1) + 1 x (irr-A3-4,irr-A10-11) + 1 x (irr-A3-1,irr-A10-55)
irr-A14-120	1 x (irr-A3-10,irr-A10-1) + 1 x (irr-A3-4,irr-A10-11) + 1 x (irr-A3-1,irr-A10-66)
irr-A14-224	1 x (irr-A3-1,irr-A10-1) + 1 x (irr-A3-15,irr-A10-1) + 2 x (irr-A3-4,irr-A10-11) + 1 x (irr-A3-1,irr-A10-120)
