irr-A14-1	1 x (irr-A1-1,irr-A12-1)
irr-A14-15	1 x (irr-A1-2-q,irr-A12-1) + 1 x (irr-A1-1,irr-A12-13)
irr-A14-105	1 x (irr-A1-1,irr-A12-1) + 1 x (irr-A1-2-q,irr-A12-13) + 1 x (irr-A1-1,irr-A12-78)
irr-A14-120	1 x (irr-A1-3,irr-A12-1) + 1 x (irr-A1-2-q,irr-A12-13) + 1 x (irr-A1-1,irr-A12-91)
irr-A14-224	1 x (irr-A1-1,irr-A12-1) + 1 x (irr-A1-3,irr-A12-1) + 2 x (irr-A1-2-q,irr-A12-13) + 1 x (irr-A1-1,irr-A12-168)
