irr-A16-1	1 x (irr-A2-1,irr-A13-1)
irr-A16-17	1 x (irr-A2-3,irr-A13-1) + 1 x (irr-A2-1,irr-A13-14)
irr-A16-136	1 x (irr-A2-3,irr-A13-1) + 1 x (irr-A2-3,irr-A13-14) + 1 x (irr-A2-1,irr-A13-91)
irr-A16-153	1 x (irr-A2-6,irr-A13-1) + 1 x (irr-A2-3,irr-A13-14) + 1 x (irr-A2-1,irr-A13-105)
irr-A16-288	1 x (irr-A2-1,irr-A13-1) + 2 x (irr-A2-3,irr-A13-14) + 1 x (irr-A2-8,irr-A13-1) + 1 x (irr-A2-1,irr-A13-195)
