irr-A16-1	1 x (irr-A3-1,irr-A12-1)
irr-A16-17	1 x (irr-A3-4,irr-A12-1) + 1 x (irr-A3-1,irr-A12-13)
irr-A16-136	1 x (irr-A3-6,irr-A12-1) + 1 x (irr-A3-4,irr-A12-13) + 1 x (irr-A3-1,irr-A12-78)
irr-A16-153	1 x (irr-A3-10,irr-A12-1) + 1 x (irr-A3-4,irr-A12-13) + 1 x (irr-A3-1,irr-A12-91)
irr-A16-288	1 x (irr-A3-1,irr-A12-1) + 1 x (irr-A3-15,irr-A12-1) + 2 x (irr-A3-4,irr-A12-13) + 1 x (irr-A3-1,irr-A12-168)
