irr-A16-1	1 x (irr-A6-1,irr-A9-1)
irr-A16-17	1 x (irr-A6-7,irr-A9-1) + 1 x (irr-A6-1,irr-A9-10)
irr-A16-136	1 x (irr-A6-21,irr-A9-1) + 1 x (irr-A6-7,irr-A9-10) + 1 x (irr-A6-1,irr-A9-45)
irr-A16-153	1 x (irr-A6-28,irr-A9-1) + 1 x (irr-A6-7,irr-A9-10) + 1 x (irr-A6-1,irr-A9-55)
irr-A16-288	1 x (irr-A6-1,irr-A9-1) + 1 x (irr-A6-48,irr-A9-1) + 2 x (irr-A6-7,irr-A9-10) + 1 x (irr-A6-1,irr-A9-99)
