irr-C19-1	1 x (irr-C3-1,irr-C16-1)
irr-C19-38-q	1 x (irr-C3-6-q,irr-C16-1) + 1 x (irr-C3-1,irr-C16-32-q)
irr-C19-702	1 x (irr-C3-1,irr-C16-1) + 1 x (irr-C3-14a,irr-C16-1) + 1 x (irr-C3-6-q,irr-C16-32-q) + 1 x (irr-C3-1,irr-C16-495)
irr-C19-741	1 x (irr-C3-21,irr-C16-1) + 1 x (irr-C3-6-q,irr-C16-32-q) + 1 x (irr-C3-1,irr-C16-528)
