irr-C19-1	1 x (irr-C7-1,irr-C12-1)
irr-C19-38-q	1 x (irr-C7-14-q,irr-C12-1) + 1 x (irr-C7-1,irr-C12-24-q)
irr-C19-702	1 x (irr-C7-1,irr-C12-1) + 1 x (irr-C7-90,irr-C12-1) + 1 x (irr-C7-14-q,irr-C12-24-q) + 1 x (irr-C7-1,irr-C12-275)
irr-C19-741	1 x (irr-C7-105,irr-C12-1) + 1 x (irr-C7-14-q,irr-C12-24-q) + 1 x (irr-C7-1,irr-C12-300)
