irr-C19-1	1 x (irr-C5-1,irr-C14-1)
irr-C19-38-q	1 x (irr-C5-10-q,irr-C14-1) + 1 x (irr-C5-1,irr-C14-28-q)
irr-C19-702	1 x (irr-C5-1,irr-C14-1) + 1 x (irr-C5-44,irr-C14-1) + 1 x (irr-C5-10-q,irr-C14-28-q) + 1 x (irr-C5-1,irr-C14-377)
irr-C19-741	1 x (irr-C5-55,irr-C14-1) + 1 x (irr-C5-10-q,irr-C14-28-q) + 1 x (irr-C5-1,irr-C14-406)
