irr-C19-1	1 x (irr-C9-1,irr-C10-1)
irr-C19-38-q	1 x (irr-C9-18-q,irr-C10-1) + 1 x (irr-C9-1,irr-C10-20-q)
irr-C19-702	1 x (irr-C9-1,irr-C10-1) + 1 x (irr-C9-152,irr-C10-1) + 1 x (irr-C9-18-q,irr-C10-20-q) + 1 x (irr-C9-1,irr-C10-189)
irr-C19-741	1 x (irr-C9-171,irr-C10-1) + 1 x (irr-C9-18-q,irr-C10-20-q) + 1 x (irr-C9-1,irr-C10-210)
