irr-C19-1	1 x (irr-C6-1,irr-C13-1)
irr-C19-38-q	1 x (irr-C6-12-q,irr-C13-1) + 1 x (irr-C6-1,irr-C13-26-q)
irr-C19-702	1 x (irr-C6-1,irr-C13-1) + 1 x (irr-C6-65,irr-C13-1) + 1 x (irr-C6-12-q,irr-C13-26-q) + 1 x (irr-C6-1,irr-C13-324)
irr-C19-741	1 x (irr-C6-78,irr-C13-1) + 1 x (irr-C6-12-q,irr-C13-26-q) + 1 x (irr-C6-1,irr-C13-351)
