mdl-(0,0,7)-265-EF20FFF45D232762	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-115-1-3)	Δ = 265	bI-odd = ([[3],[1],[1],[1],[1],[1],[1],[1]])	bI-even = ()	(7) : 2 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A3-4)	(1,6) : 1 x (irr-A3-4, irr-A3-4)	(1,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A3-4)	(2,6) : 1 x (irr-A3-4, irr-A3-4)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A3-4)	(3,6) : 1 x (irr-A3-4, irr-A3-4)	(3,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-A3-4)	(4,6) : 1 x (irr-A3-4, irr-A3-4)	(4,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(5,6) : 1 x (irr-A3-4, irr-A3-4)	(5,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(6,7) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,7)-267-6A08AAB7260E3105	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-117-1-3)	Δ = 267	bI-odd = ([[3],[1],[1],[1],[1],[1],[1],[1]])	bI-even = ()	(7) : 1.5 x (irr-C3-6-q) + 0.5 x (irr-C3-14b-q) + 1 x (irr-C3-14a)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A3-4)	(1,6) : 1 x (irr-A3-4, irr-A3-4)	(1,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A3-4)	(2,6) : 1 x (irr-A3-4, irr-A3-4)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A3-4)	(3,6) : 1 x (irr-A3-4, irr-A3-4)	(3,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-A3-4)	(4,6) : 1 x (irr-A3-4, irr-A3-4)	(4,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(5,6) : 1 x (irr-A3-4, irr-A3-4)	(5,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(6,7) : 0.5 x (irr-A3-6, irr-C3-6-q)
mdl-(0,0,7)-269-581AE5D494161BF1	vertices = (vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-A03-83-1-3, vtx-C03-119-1-3)	Δ = 269	bI-odd = ([[3],[1],[1],[1],[1],[1],[1],[1]])	bI-even = ()	(7) : 3 x (irr-C3-6-q) + 1 x (irr-C3-14b-q)	(1,2) : 1 x (irr-A3-4, irr-A3-4)	(1,3) : 1 x (irr-A3-4, irr-A3-4)	(1,4) : 1 x (irr-A3-4, irr-A3-4)	(1,5) : 1 x (irr-A3-4, irr-A3-4)	(1,6) : 1 x (irr-A3-4, irr-A3-4)	(1,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(2,3) : 1 x (irr-A3-4, irr-A3-4)	(2,4) : 1 x (irr-A3-4, irr-A3-4)	(2,5) : 1 x (irr-A3-4, irr-A3-4)	(2,6) : 1 x (irr-A3-4, irr-A3-4)	(2,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(3,4) : 1 x (irr-A3-4, irr-A3-4)	(3,5) : 1 x (irr-A3-4, irr-A3-4)	(3,6) : 1 x (irr-A3-4, irr-A3-4)	(3,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(4,5) : 1 x (irr-A3-4, irr-A3-4)	(4,6) : 1 x (irr-A3-4, irr-A3-4)	(4,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(5,6) : 1 x (irr-A3-4, irr-A3-4)	(5,7) : 0.5 x (irr-A3-6, irr-C3-6-q)	(6,7) : 0.5 x (irr-A3-6, irr-C3-6-q)
