irr-B16-1	1 x (irr-B9-1,irr-D7-1)
irr-B16-33	1 x (irr-B9-19,irr-D7-1) + 1 x (irr-B9-1,irr-D7-14)
irr-B16-528	1 x (irr-B9-171,irr-D7-1) + 1 x (irr-B9-19,irr-D7-14) + 1 x (irr-B9-1,irr-D7-91)
irr-B16-560	1 x (irr-B9-1,irr-D7-1) + 1 x (irr-B9-19,irr-D7-14) + 1 x (irr-B9-189,irr-D7-1) + 1 x (irr-B9-1,irr-D7-104)
