irr-B16-1	1 x (irr-B3-1,irr-D13-1)
irr-B16-33	1 x (irr-B3-7,irr-D13-1) + 1 x (irr-B3-1,irr-D13-26)
irr-B16-528	1 x (irr-B3-21,irr-D13-1) + 1 x (irr-B3-7,irr-D13-26) + 1 x (irr-B3-1,irr-D13-325)
irr-B16-560	1 x (irr-B3-1,irr-D13-1) + 1 x (irr-B3-7,irr-D13-26) + 1 x (irr-B3-27,irr-D13-1) + 1 x (irr-B3-1,irr-D13-350)
