irr-B14-1	1 x (irr-B9-1,irr-D5-1)
irr-B14-29	1 x (irr-B9-19,irr-D5-1) + 1 x (irr-B9-1,irr-D5-10)
irr-B14-406	1 x (irr-B9-171,irr-D5-1) + 1 x (irr-B9-19,irr-D5-10) + 1 x (irr-B9-1,irr-D5-45)
irr-B14-434	1 x (irr-B9-1,irr-D5-1) + 1 x (irr-B9-19,irr-D5-10) + 1 x (irr-B9-189,irr-D5-1) + 1 x (irr-B9-1,irr-D5-54)
