irr-B14-1	1 x (irr-B8-1,irr-D6-1)
irr-B14-29	1 x (irr-B8-17,irr-D6-1) + 1 x (irr-B8-1,irr-D6-12)
irr-B14-406	1 x (irr-B8-136,irr-D6-1) + 1 x (irr-B8-17,irr-D6-12) + 1 x (irr-B8-1,irr-D6-66)
irr-B14-434	1 x (irr-B8-1,irr-D6-1) + 1 x (irr-B8-17,irr-D6-12) + 1 x (irr-B8-152,irr-D6-1) + 1 x (irr-B8-1,irr-D6-77)
